Text,Context,Show,Label,cue_0,boc_prompt_0,cue_1,boc_prompt_1,cue_2,boc_prompt_2,boc_output_0,boc_label_0,boc_output_1,boc_label_1,boc_output_2,boc_label_2,label_pred
SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?,"HOWARD: Why not ""World's Greatest Engineer""?
 SHELDON: I'm sorry.
I typed that into the label maker, but I just couldn't press enter. Now down to business.
 SHELDON: What would it take for you to abandon Leonard and join me in a rival company
 SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard.
 HOWARD: We're not quitting on Leonard.
",BBT,0,"['punctuation', 'emotional contrasts', 'common knowledge', 'special symbols', 'keywords']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: punctuation, emotional contrasts, common knowledge, special symbols, keywords from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        HOWARD: Why not ""World\'s Greatest Engineer""?\n SHELDON: I\'m sorry.\nI typed that into the label maker, but I just couldn\'t press enter. Now down to business.\n SHELDON: What would it take for you to abandon Leonard and join me in a rival company\n SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard.\n HOWARD: We\'re not quitting on Leonard.\n\n\n        ### Input:\n        SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['common knowledge', 'context', 'punctuation', 'cultural background', 'emotional words']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: common knowledge, context, punctuation, cultural background, emotional words from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        HOWARD: Why not ""World\'s Greatest Engineer""?\n SHELDON: I\'m sorry.\nI typed that into the label maker, but I just couldn\'t press enter. Now down to business.\n SHELDON: What would it take for you to abandon Leonard and join me in a rival company\n SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard.\n HOWARD: We\'re not quitting on Leonard.\n\n\n        ### Input:\n        SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['emotional contrasts', 'language style', 'surface emotion', 'emotional words', 'cultural background']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, language style, surface emotion, emotional words, cultural background from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        HOWARD: Why not ""World\'s Greatest Engineer""?\n SHELDON: I\'m sorry.\nI typed that into the label maker, but I just couldn\'t press enter. Now down to business.\n SHELDON: What would it take for you to abandon Leonard and join me in a rival company\n SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard.\n HOWARD: We\'re not quitting on Leonard.\n\n\n        ### Input:\n        SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?\n\n        ### Response: \n\n        ### Label: \n\n        '}]",not sarcastic,0,sarcastic,1,sarcastic,1,1
"RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.","BERNADETTE: Who could get <i>all</i> the giant missiles she wants.
 AMY: Are we talking about women wanting penises? Because I'd like to weigh in.
 SHELDON: Dr. Koothrappali, would you care to join the conversation?
",BBT,0,"['surface emotion', 'punctuation', 'keywords', 'emotional words', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, punctuation, keywords, emotional words, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        BERNADETTE: Who could get <i>all</i> the giant missiles she wants.\n AMY: Are we talking about women wanting penises? Because I'd like to weigh in.\n SHELDON: Dr. Koothrappali, would you care to join the conversation?\n\n\n        ### Input:\n        RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'emotional contrasts', 'topic', 'rhetorical devices', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: language style, emotional contrasts, topic, rhetorical devices, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        BERNADETTE: Who could get <i>all</i> the giant missiles she wants.\n AMY: Are we talking about women wanting penises? Because I'd like to weigh in.\n SHELDON: Dr. Koothrappali, would you care to join the conversation?\n\n\n        ### Input:\n        RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'topic', 'language style', 'common knowledge', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, topic, language style, common knowledge, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        BERNADETTE: Who could get <i>all</i> the giant missiles she wants.\n AMY: Are we talking about women wanting penises? Because I'd like to weigh in.\n SHELDON: Dr. Koothrappali, would you care to join the conversation?\n\n\n        ### Input:\n        RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
LEONARD: We might be starting to zero in on your problem.,"BERNADETTE: Are you guys doing okay?
 HOWARD: Leonard and I are fine, but I think Raj needs to meet a girl really soon.
 BERNADETTE: Well, that shouldn't be too hard. He's such a cutie.
 RAJ: Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.
Labradoodle?
",BBT,1,"['common knowledge', 'emotional words', 'surface emotion', 'rhetorical devices', 'keywords']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: common knowledge, emotional words, surface emotion, rhetorical devices, keywords from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        BERNADETTE: Are you guys doing okay?\n HOWARD: Leonard and I are fine, but I think Raj needs to meet a girl really soon.\n BERNADETTE: Well, that shouldn\'t be too hard. He\'s such a cutie.\n RAJ: Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.\nLabradoodle?\n\n\n        ### Input:\n        LEONARD: We might be starting to zero in on your problem.\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['context', 'emotional contrasts', 'cultural background', 'rhetorical devices', 'special symbols']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: context, emotional contrasts, cultural background, rhetorical devices, special symbols from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        BERNADETTE: Are you guys doing okay?\n HOWARD: Leonard and I are fine, but I think Raj needs to meet a girl really soon.\n BERNADETTE: Well, that shouldn\'t be too hard. He\'s such a cutie.\n RAJ: Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.\nLabradoodle?\n\n\n        ### Input:\n        LEONARD: We might be starting to zero in on your problem.\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['common knowledge', 'punctuation', 'language style', 'cultural background', 'rhetorical devices']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: common knowledge, punctuation, language style, cultural background, rhetorical devices from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        BERNADETTE: Are you guys doing okay?\n HOWARD: Leonard and I are fine, but I think Raj needs to meet a girl really soon.\n BERNADETTE: Well, that shouldn\'t be too hard. He\'s such a cutie.\n RAJ: Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.\nLabradoodle?\n\n\n        ### Input:\n        LEONARD: We might be starting to zero in on your problem.\n\n        ### Response: \n\n        ### Label: \n\n        '}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"SHELDON: Hey, you taught me something. Who would have thought it?","SHELDON: Why not? It seems like you're improvising your entire curriculum.
 PENNY: This is all about listening and responding.
 SHELDON: Gotcha.
 PENNY: I'm going to create a character and a situation, and you just jump in when you feel it.
 SHELDON: All right.
 PENNY: All right.
 SHELDON: Action.
 PENNY: Okay, it's not a movie. It's improv. So no one calls ""action.""
",BBT,1,"['emotional contrasts', 'rhetorical devices', 'special symbols', 'surface emotion', 'language style']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, rhetorical devices, special symbols, surface emotion, language style from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        SHELDON: Why not? It seems like you\'re improvising your entire curriculum.\n PENNY: This is all about listening and responding.\n SHELDON: Gotcha.\n PENNY: I\'m going to create a character and a situation, and you just jump in when you feel it.\n SHELDON: All right.\n PENNY: All right.\n SHELDON: Action.\n PENNY: Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""\n\n\n        ### Input:\n        SHELDON: Hey, you taught me something. Who would have thought it?\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['rhetorical devices', 'emotional contrasts', 'topic', 'language style', 'punctuation']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional contrasts, topic, language style, punctuation from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        SHELDON: Why not? It seems like you\'re improvising your entire curriculum.\n PENNY: This is all about listening and responding.\n SHELDON: Gotcha.\n PENNY: I\'m going to create a character and a situation, and you just jump in when you feel it.\n SHELDON: All right.\n PENNY: All right.\n SHELDON: Action.\n PENNY: Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""\n\n\n        ### Input:\n        SHELDON: Hey, you taught me something. Who would have thought it?\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['language style', 'topic', 'context', 'emotional contrasts', 'emotional words']","[{'role': 'user', 'content': '\n        ### Instruction:\n        \'\'\'You are a sarcasm classification classifier. Extract the following cues: language style, topic, context, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Context:\n        SHELDON: Why not? It seems like you\'re improvising your entire curriculum.\n PENNY: This is all about listening and responding.\n SHELDON: Gotcha.\n PENNY: I\'m going to create a character and a situation, and you just jump in when you feel it.\n SHELDON: All right.\n PENNY: All right.\n SHELDON: Action.\n PENNY: Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""\n\n\n        ### Input:\n        SHELDON: Hey, you taught me something. Who would have thought it?\n\n        ### Response: \n\n        ### Label: \n\n        '}]",'sarcastic',1,sarcastic,1,sarcastic,1,1
"SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?","LEONARD: Yes, I live with him.
I don't... I-I really don't know why.
 LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye.
 LEONARD: She wants to have dinner and talk about my research.
",BBT,1,"['rhetorical devices', 'language style', 'punctuation', 'emotional contrasts', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, language style, punctuation, emotional contrasts, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        LEONARD: Yes, I live with him.\nI don't... I-I really don't know why.\n LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye.\n LEONARD: She wants to have dinner and talk about my research.\n\n\n        ### Input:\n        SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'emotional contrasts', 'surface emotion', 'context', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, emotional contrasts, surface emotion, context, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        LEONARD: Yes, I live with him.\nI don't... I-I really don't know why.\n LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye.\n LEONARD: She wants to have dinner and talk about my research.\n\n\n        ### Input:\n        SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'emotional words', 'punctuation', 'context', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional words, punctuation, context, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        LEONARD: Yes, I live with him.\nI don't... I-I really don't know why.\n LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye.\n LEONARD: She wants to have dinner and talk about my research.\n\n\n        ### Input:\n        SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,"sarcastic

#### emotions:
- audience情绪: uncertain, objective
- self情绪: disillusioned, anxiety

sarcastic.",1,sarcastic,1,1
"RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.","HOWARD: That's very nice of you, but I made other plans.
 SHELDON: Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.
 PERSON: Hi, Howard. Hi, Sheldon.
 SHELDON: Hello. Hey.
 RAJ: Why are you holding hands? I forbid you to hold hands.
 PERSON: Rajesh, you know Leonard and I spent the night together.
",BBT,0,"['emotional contrasts', 'cultural background', 'context', 'punctuation', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, cultural background, context, punctuation, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        HOWARD: That's very nice of you, but I made other plans.\n SHELDON: Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.\n PERSON: Hi, Howard. Hi, Sheldon.\n SHELDON: Hello. Hey.\n RAJ: Why are you holding hands? I forbid you to hold hands.\n PERSON: Rajesh, you know Leonard and I spent the night together.\n\n\n        ### Input:\n        RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'topic', 'cultural background', 'special symbols', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, topic, cultural background, special symbols, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        HOWARD: That's very nice of you, but I made other plans.\n SHELDON: Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.\n PERSON: Hi, Howard. Hi, Sheldon.\n SHELDON: Hello. Hey.\n RAJ: Why are you holding hands? I forbid you to hold hands.\n PERSON: Rajesh, you know Leonard and I spent the night together.\n\n\n        ### Input:\n        RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'emotional contrasts', 'common knowledge', 'surface emotion', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, emotional contrasts, common knowledge, surface emotion, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        HOWARD: That's very nice of you, but I made other plans.\n SHELDON: Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.\n PERSON: Hi, Howard. Hi, Sheldon.\n SHELDON: Hello. Hey.\n RAJ: Why are you holding hands? I forbid you to hold hands.\n PERSON: Rajesh, you know Leonard and I spent the night together.\n\n\n        ### Input:\n        RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.","PERSON: Thank you, Leonard. That doesn't make it sound boring at all.
 AMY: So, how you holding up?
 PENNY: I'm fine.
 AMY: Oh, who are you kidding? She's breathtaking.
 PERSON: So, Penny, Leonard tells me you're an actress. That must be pretty exciting.
",BBT,1,"['emotional words', 'cultural background', 'topic', 'keywords', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, cultural background, topic, keywords, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PERSON: Thank you, Leonard. That doesn't make it sound boring at all.\n AMY: So, how you holding up?\n PENNY: I'm fine.\n AMY: Oh, who are you kidding? She's breathtaking.\n PERSON: So, Penny, Leonard tells me you're an actress. That must be pretty exciting.\n\n\n        ### Input:\n        PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'surface emotion', 'topic', 'context', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, surface emotion, topic, context, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PERSON: Thank you, Leonard. That doesn't make it sound boring at all.\n AMY: So, how you holding up?\n PENNY: I'm fine.\n AMY: Oh, who are you kidding? She's breathtaking.\n PERSON: So, Penny, Leonard tells me you're an actress. That must be pretty exciting.\n\n\n        ### Input:\n        PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'language style', 'topic', 'common knowledge', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: special symbols, language style, topic, common knowledge, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PERSON: Thank you, Leonard. That doesn't make it sound boring at all.\n AMY: So, how you holding up?\n PENNY: I'm fine.\n AMY: Oh, who are you kidding? She's breathtaking.\n PERSON: So, Penny, Leonard tells me you're an actress. That must be pretty exciting.\n\n\n        ### Input:\n        PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,"""sarcastic""",1,1
"HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?","SHELDON: The audible sigh is a show of exasperation, right?
 LEONARD: Right.
 SHELDON: Is it about me or the dead pixels?
 RAJ: Hey, you're just in time. We made Tex-Mex.
 LEONARD: Oh, sounds great.
 SHELDON: Oh, Indians making Tex-Mex.
 SHELDON: Might as well have had the Chinese pizza.
 PERSON: Hey, you.
",BBT,1,"['cultural background', 'emotional contrasts', 'rhetorical devices', 'keywords', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, emotional contrasts, rhetorical devices, keywords, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        SHELDON: The audible sigh is a show of exasperation, right?\n LEONARD: Right.\n SHELDON: Is it about me or the dead pixels?\n RAJ: Hey, you're just in time. We made Tex-Mex.\n LEONARD: Oh, sounds great.\n SHELDON: Oh, Indians making Tex-Mex.\n SHELDON: Might as well have had the Chinese pizza.\n PERSON: Hey, you.\n\n\n        ### Input:\n        HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['topic', 'keywords', 'emotional contrasts', 'punctuation', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: topic, keywords, emotional contrasts, punctuation, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        SHELDON: The audible sigh is a show of exasperation, right?\n LEONARD: Right.\n SHELDON: Is it about me or the dead pixels?\n RAJ: Hey, you're just in time. We made Tex-Mex.\n LEONARD: Oh, sounds great.\n SHELDON: Oh, Indians making Tex-Mex.\n SHELDON: Might as well have had the Chinese pizza.\n PERSON: Hey, you.\n\n\n        ### Input:\n        HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'context', 'language style', 'emotional contrasts', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, context, language style, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        SHELDON: The audible sigh is a show of exasperation, right?\n LEONARD: Right.\n SHELDON: Is it about me or the dead pixels?\n RAJ: Hey, you're just in time. We made Tex-Mex.\n LEONARD: Oh, sounds great.\n SHELDON: Oh, Indians making Tex-Mex.\n SHELDON: Might as well have had the Chinese pizza.\n PERSON: Hey, you.\n\n\n        ### Input:\n        HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"PENNY: Yeah, it's a great time to be alive, isn't it?","SHELDON: but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it.
 AMY: Wise.
 PENNY: There you go. Just like recovering alcoholics drink in the Caribbean.
 AMY: Hi, bestie.
 PENNY: Oh. Hi, Amy. How you been?
 AMY: Fine. From this angle, I can see up your nose.
",BBT,1,"['surface emotion', 'emotional contrasts', 'topic', 'common knowledge', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, emotional contrasts, topic, common knowledge, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        SHELDON: but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it.\n AMY: Wise.\n PENNY: There you go. Just like recovering alcoholics drink in the Caribbean.\n AMY: Hi, bestie.\n PENNY: Oh. Hi, Amy. How you been?\n AMY: Fine. From this angle, I can see up your nose.\n\n\n        ### Input:\n        PENNY: Yeah, it's a great time to be alive, isn't it?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'context', 'keywords', 'emotional words', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, context, keywords, emotional words, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        SHELDON: but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it.\n AMY: Wise.\n PENNY: There you go. Just like recovering alcoholics drink in the Caribbean.\n AMY: Hi, bestie.\n PENNY: Oh. Hi, Amy. How you been?\n AMY: Fine. From this angle, I can see up your nose.\n\n\n        ### Input:\n        PENNY: Yeah, it's a great time to be alive, isn't it?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'keywords', 'language style', 'surface emotion', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, keywords, language style, surface emotion, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        SHELDON: but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it.\n AMY: Wise.\n PENNY: There you go. Just like recovering alcoholics drink in the Caribbean.\n AMY: Hi, bestie.\n PENNY: Oh. Hi, Amy. How you been?\n AMY: Fine. From this angle, I can see up your nose.\n\n\n        ### Input:\n        PENNY: Yeah, it's a great time to be alive, isn't it?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
AMY: I'm not saying that you're not fun. You're the most fun person I know.,"AMY: Your flaring nostrils indicate otherwise.
 SHELDON: Cluck-cluck-cluck.
 AMY: Sheldon, look at me.
I think it's time to face the fact that Leonard is the nucleus of your social group.
Where he goes, the group goes.
 SHELDON: Leonard the nucleus? That makes no sense.
 SHELDON: I'm the whimsical elf that everyone looks to for a good time.
",BBT,0,"['rhetorical devices', 'emotional words', 'emotional contrasts', 'context', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional words, emotional contrasts, context, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        AMY: Your flaring nostrils indicate otherwise.\n SHELDON: Cluck-cluck-cluck.\n AMY: Sheldon, look at me.\nI think it's time to face the fact that Leonard is the nucleus of your social group.\nWhere he goes, the group goes.\n SHELDON: Leonard the nucleus? That makes no sense.\n SHELDON: I'm the whimsical elf that everyone looks to for a good time.\n\n\n        ### Input:\n        AMY: I'm not saying that you're not fun. You're the most fun person I know.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['topic', 'common knowledge', 'emotional contrasts', 'special symbols', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: topic, common knowledge, emotional contrasts, special symbols, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        AMY: Your flaring nostrils indicate otherwise.\n SHELDON: Cluck-cluck-cluck.\n AMY: Sheldon, look at me.\nI think it's time to face the fact that Leonard is the nucleus of your social group.\nWhere he goes, the group goes.\n SHELDON: Leonard the nucleus? That makes no sense.\n SHELDON: I'm the whimsical elf that everyone looks to for a good time.\n\n\n        ### Input:\n        AMY: I'm not saying that you're not fun. You're the most fun person I know.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'common knowledge', 'cultural background', 'language style', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, common knowledge, cultural background, language style, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        AMY: Your flaring nostrils indicate otherwise.\n SHELDON: Cluck-cluck-cluck.\n AMY: Sheldon, look at me.\nI think it's time to face the fact that Leonard is the nucleus of your social group.\nWhere he goes, the group goes.\n SHELDON: Leonard the nucleus? That makes no sense.\n SHELDON: I'm the whimsical elf that everyone looks to for a good time.\n\n\n        ### Input:\n        AMY: I'm not saying that you're not fun. You're the most fun person I know.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
