Text,Context,Show,Label,llm_prompt,llm_output,pred
"PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.","PERSON: Thank you, Leonard. That doesn't make it sound boring at all.
 AMY: So, how you holding up?
 PENNY: I'm fine.
 AMY: Oh, who are you kidding? She's breathtaking.
 PERSON: So, Penny, Leonard tells me you're an actress. That must be pretty exciting.
",BBT,1,"
### Example:
Input:
dorothy: no, i haven't taken her out of the trunk of the car yet.

Steps:
**step 1: surface sentiment**
- the literal meaning suggests that dorothy has not yet performed the action of taking someone or something out of the trunk of the car.
- the surface sentiment appears nonchalant and factual.

**step 2: true intention**
- common sense implies that it is unlikely someone would leave a person or important item in a car trunk, especially if asked about it.
- the phrasing implies a rhetorical device called irony, where the literal statement contrasts sharply with logic or common behavior. this disparity suggests an undertone of exaggeration or absurdity.
- the word ""yet"" signals a degree of casual dismissal or joking discomfort, punctuating the unlikelihood of the literal action being true.

**step 3: comparison and analysis**
- the surface sentiment is neutral but peculiar, leading to an expectation of improbability in literal actions.
- the true intention is to convey the absurdity or impossibility of the situation, highlighting a sarcastic undertone.
- the mismatch between the surface meaning and the true intention indicates sarcasm.

Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
- the literal meaning suggests that penny had an unpleasant experience. she thought she was going for a cat food commercial audition but it turned out to be something unexpected and inappropriate (porn).
- the surface sentiment appears to be ironic and exasperated. 

### step 2: true intention
- common sense implies that penny is expressing frustration or disappointment. 
- the phrasing ""oh, yeah, yeah. it's real great"" is laden with irony, as the subsequent description clearly outlines a negative experience.
- the juxtaposition of ""cat food commercial"" and ""porn"" highlights an absurd and stark contrast, indicating the speaker's shock or disbelief.

### step 3: comparison and analysis
- the surface sentiment of being sarcastically positive (""it's real great"") is inconsistent with the true negative experience described.
- the true intention is to showcase the absurdity and inappropriateness of the situation, using sarcasm to underscore the emotional contradiction.

### label: sarcastic",1.0
"HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?","SHELDON: The audible sigh is a show of exasperation, right?
 LEONARD: Right.
 SHELDON: Is it about me or the dead pixels?
 RAJ: Hey, you're just in time. We made Tex-Mex.
 LEONARD: Oh, sounds great.
 SHELDON: Oh, Indians making Tex-Mex.
 SHELDON: Might as well have had the Chinese pizza.
 PERSON: Hey, you.
",BBT,1,"
### Example:
Input:
chandler: this is so good, that i am gonna enjoy it in the balcony. i can enjoy my view, whilst i enjoy my dessert.

Steps:
- **step 1: surface sentiment:**
  - the keywords and phrases like ""this is so good,"" ""gonna enjoy,"" and ""enjoy my view"" indicate a positive sentiment on the surface.

- **step 2: true intention:**
  - considering chandler's well-known sarcastic nature from the character's context in ""friends,"" phrases that seem overly enthusiastic and repeated use of ""enjoy"" can suggest exaggeration. this style of exaggeration is characteristic of sarcasm where the real meaning is quite the opposite.

- **step 3: comparison and analysis:**
  - the surface sentiment is highly positive. however, the true intention, when factoring in chandler's personality and the over-the-top phrasing, is likely to convey the complete opposite—a negative or indifferent sentiment. this discrepancy between surface sentiment and true intention flags the sentence as sarcastic.

Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
- the phrase ""that's got to be fun for you"" initially sounds positive or at least neutral. 
- however, ""watching hofstadter suck the saliva out of your sister's mouth"" seems negative and invokes distaste or discomfort.

### step 2: true intention
- the juxtaposition of ""fun for you"" with the unpleasant imagery of ""suck the saliva out of your sister's mouth"" suggests that howard is being intentionally contradictory.
- howard's style of speech is known for its sarcastic undertones, knowing the context from the character in ""the big bang theory"".
- the highly negative visual description implies that the phrase ""that's got to be fun for you"" is not meant to be taken at face value. instead, it suggests the opposite: that it is not fun at all and is displeasing or embarrassing.

### step 3: comparison and analysis
- the surface sentiment shows a mix of a seemingly positive start with a strong negative description following it.
- the true intention reveals clear sarcasm due to the contradictory nature and the unpleasant action described sarcastically.

### label:
sarcastic",1.0
"PENNY: Yeah, it's a great time to be alive, isn't it?","SHELDON: but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it.
 AMY: Wise.
 PENNY: There you go. Just like recovering alcoholics drink in the Caribbean.
 AMY: Hi, bestie.
 PENNY: Oh. Hi, Amy. How you been?
 AMY: Fine. From this angle, I can see up your nose.
",BBT,1,"
### Example:
Input:** 
chandler: ah you see perfect might be a problem. had you said co-dependent or self-destructive.

Steps:
1. **surface sentiment:**
   - **keywords:** ""perfect"", ""might be a problem"", ""co-dependent"", ""self-destructive"".
   - surface sentiment appears confusing since ""perfect"" generally has positive connotations, whereas ""problem"", ""co-dependent"", and ""self-destructive"" are negative.

2. **true intention:**
   - **rhetorical devices:** the statement employs irony and contradiction by juxtaposing ""perfect"" (a positive adjective) with problematic terms like ""co-dependent"" and ""self-destructive"".
   - **language style:** the word choice and context suggest that the speaker (chandler) doesn't literally see ""perfect"" as a problem but is highlighting the absurdity or exaggeration for comedic effect.

3. **comparison and analysis:**
   - the surface sentiment of ""perfect might be a problem"" is contradicted when paired with extreme negatives (""co-dependent"" or ""self-destructive""). 
   - this contradiction, combined with the playful and exaggerated tone, indicates that chandler is being sarcastic, not serious.

Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        PENNY: Yeah, it's a great time to be alive, isn't it?

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: what is the surface sentiment?

- **keywords:** ""great time to be alive""
- the surface sentiment appears positive since ""great time"" generally has positive connotations.

### step 2: deduce what the sentence really means

- **rhetorical devices:** the statement can employ irony or sarcasm, depending on the context. 
- **language style:** the context in which this phrase is used is very important. if said in response to a frustrating or absurd situation, it implies irony or sarcasm. if said earnestly, it can be genuine.

### step 3: compare and analyze step 1 and step 2

- surface sentiment is positive, but the true intention might be ironic if used in a context where a ""great time to be alive"" is clearly not the case (e.g., during a frustrating or negative event).

### label: 
sarcastic",1.0
AMY: I'm not saying that you're not fun. You're the most fun person I know.,"AMY: Your flaring nostrils indicate otherwise.
 SHELDON: Cluck-cluck-cluck.
 AMY: Sheldon, look at me.
I think it's time to face the fact that Leonard is the nucleus of your social group.
Where he goes, the group goes.
 SHELDON: Leonard the nucleus? That makes no sense.
 SHELDON: I'm the whimsical elf that everyone looks to for a good time.
",BBT,0,"
### Example:
Input: phoebe: yeah!

Steps:
1. **what is the surface sentiment?**
    - the surface sentiment is positive. ""yeah!"" is an affirmative and enthusiastic response, often indicating agreement or excitement.

2. **what is the true intention?**
    - given that ""yeah!"" is a short and seemingly straightforward response, there are no strong indicators of sarcasm such as overly exaggerated enthusiasm or contradictory language. 

3. **compare and analyze step 1 and step 2:**
    - the surface sentiment (positive) matches the true intention (agreeing or expressing excitement) without any signs of sarcasm.

Label:
not sarcastic

————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        AMY: I'm not saying that you're not fun. You're the most fun person I know.

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### input:
amy: i'm not saying that you're not fun. you're the most fun person i know.

### steps:

1. **what is the surface sentiment?**
   - the surface sentiment is positive. the phrases ""you're not fun"" and ""you're the most fun person i know"" suggest a description of someone being very fun.

2. **what is the true intention?**
   - the phrase ""i'm not saying that you're not fun"" often implies the opposite of its literal meaning. the sentence structure ""you're the most fun person i know"" could be exaggerated to emphasize the positivity, but it can also be interpreted as sarcasm considering the context and the stereotypical usage of such expressions.

3. **compare and analyze step 1 and step 2:**
   - the surface sentiment (positive) seems exaggerated. the true intention may be sarcastic because of the contradictory structure and the common use of such a phrasing to imply the opposite.

### label:
sarcastic",1.0
"AMY: Saying that while holding a snowflake is a bit heavy-handed, don't you think?","BERNADETTE: Um, no.
 AMY: You should get one.
 BERNADETTE: What's that?
 AMY: It appears to be something preserved between two pieces of acrylic.
 PENNY: Oh, it's a snowflake from the North Pole. Leonard gave it to me last year.
 BERNADETTE: Oh, God, that is so romantic.
 PENNY: Yeah, it was.
 BERNADETTE: Leonard's really one of a kind.
",BBT,1,"
### Example:
Input:** 
chandler: ah you see perfect might be a problem. had you said co-dependent or self-destructive.

Steps:
1. **surface sentiment:**
   - **keywords:** ""perfect"", ""might be a problem"", ""co-dependent"", ""self-destructive"".
   - surface sentiment appears confusing since ""perfect"" generally has positive connotations, whereas ""problem"", ""co-dependent"", and ""self-destructive"" are negative.

2. **true intention:**
   - **rhetorical devices:** the statement employs irony and contradiction by juxtaposing ""perfect"" (a positive adjective) with problematic terms like ""co-dependent"" and ""self-destructive"".
   - **language style:** the word choice and context suggest that the speaker (chandler) doesn't literally see ""perfect"" as a problem but is highlighting the absurdity or exaggeration for comedic effect.

3. **comparison and analysis:**
   - the surface sentiment of ""perfect might be a problem"" is contradicted when paired with extreme negatives (""co-dependent"" or ""self-destructive""). 
   - this contradiction, combined with the playful and exaggerated tone, indicates that chandler is being sarcastic, not serious.

Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        AMY: Saying that while holding a snowflake is a bit heavy-handed, don't you think?

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
- **keywords:** ""heavy-handed"", ""snowflake"".
- the surface sentiment is critical or negative, particularly with the term ""heavy-handed"" which usually suggests something is overly forceful or unsubtle.

### step 2: true intention
- **rhetorical devices:** the statement seems to use irony by contrasting the delicateness of a ""snowflake"" with the concept of being ""heavy-handed"".
- **language style:** the choice of words and the context indicate that the speaker (amy) is likely pointing out an exaggeration or the absurdity of combining a gentle image (snowflake) with a heavy or forceful action.

### step 3: comparison and analysis
- the surface sentiment of criticism (""heavy-handed"") paired with the delicate imagery of a ""snowflake"" suggests a mismatch—the statement sounds exaggerated or absurd.
- this mismatch and the context suggest that amy is not being serious and is likely using irony.

### label: 
sarcastic",1.0
"PERSON3: I'm sorry, Sheldon bought a loom and learned how to weave?","PERSON1: Baby, you're not that kind
 PERSON1: Don't go breaking my heart
 PERSON2: Anybody do ""Walking on Sunshine"" yet?
 SHELDON: No
 PERSON2: Dibs.
",BBT,0,"
### Example:
Input:
howard: it was the kind of thing that makes it kind of hard to face her now.

Steps:
**step 1: surface sentiment**
the phrase ""it was the kind of thing that makes it kind of hard to face her now"" contains elements of introspection and discomfort. keywords like ""hard"" suggest a negative or difficult sentiment.

**step 2: true intention**
there are no rhetorical devices or exaggerated language that imply a sarcastic tone. the language used is straightforward, describing a genuine emotion of difficulty or embarrassment when facing the person mentioned.

**step 3: compare and analyze**
both the surface sentiment and the true intention align in expressing a feeling of discomfort without any hint of irony, exaggeration, or insincerity. the sentence is direct and earnest.

**conclusion:**
the sentence is not sarcastic because the sentiment expressed on the surface aligns with the true intention, and there is no indication of sarcasm.

Label:
not sarcastic

————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        PERSON3: I'm sorry, Sheldon bought a loom and learned how to weave?

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
the phrase ""i'm sorry, sheldon bought a loom and learned how to weave?"" seems to express a mix of surprise and disbelief. the use of ""i'm sorry"" at the beginning of a question typically indicates that the speaker finds the information unexpected or astonishing.

### step 2: true intention
the true intention behind this statement is likely to question the plausibility or absurdity of the situation. the speaker is not actually apologizing but rather using a rhetorical device to emphasize their disbelief.

### step 3: compare and analyze
the surface sentiment of disbelief aligns with the true intention of expressing skepticism. the rhetorical device used here suggests that the speaker finds the idea of sheldon buying a loom and learning how to weave to be highly unlikely or absurd, which indicates sarcasm.

### conclusion:
the sentence contains sarcasm because the surface sentiment and true intention both point to a reaction of disbelief and skepticism, expressed in a way that highlights the absurdity of the situation.

### label: 
sarcastic",1.0
"PENNY: Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.","AMY: That bitch is crafty.
 BERNADETTE: You think?
 AMY: Of course. How does the cheetah attack a herd of wildebeests? By going after its weakest member.
 BERNADETTE: Well, what makes me the weakest member?
 AMY: Your trusting nature coupled with your teeny-tiny body. You wouldn't last a minute on the Serengeti.
",BBT,1,"
### Example:
Input:
sheldon: darn. if you weren't busy, i'd ask you to join us.

Steps:
**step 1: surface sentiment**
- the statement includes ""darn,"" which indicates mild disappointment.
- ""if you weren't busy, i'd ask you to join us"" sounds like a polite regret or an exclusion.

**step 2: true intention**
- knowing sheldon’s character, the audience should consider his frequent use of sarcasm and dry humor.
- the phrase ""if you weren't busy"" suggests that the speaker is implying the listener's busyness as a reason for not inviting them, though sheldon might not actually want their company.
- there's a possibility that sheldon never intended to ask the person to join.

**step 3: compare and analysis**
- the surface sentiment appears polite and mildly disappointed.
- sheldon’s known tendency for sarcasm and the context suggest a hidden, sarcastic meaning, as he is likely masking his true feelings behind a veneer of politeness.
  
Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        PENNY: Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
- the statement includes terms like ""silly,"" which can downplay the own speaker's seriousness.
- descriptions like ""not concerned,"" ""don't have a problem,"" and ""wears way too much makeup"" suggest a dismissive or neutral tone on the surface.
- the phrasing ""i'll have to rent my womb out to a gay couple"" introduces a hyperbolic element.

### step 2: true intention
- penny states she’s ""not concerned"" about who hangs out with whom, seemingly to emphasize she’s laid-back. but the addition of ""wears way too much makeup"" implies critical judgment.
- discussing leonard’s new girlfriend’s makeup negatively indicates jealousy or bitterness.
- hyperbolic language like ""i'll have to rent my womb out to a gay couple"" sharply contrasts with the trivial topic, indicating an exaggeration clichéd in sarcasm.

### step 3: compare and analysis
- surface sentiment: superficially dismissive, aiming to appear indifferent.
- true intention: penny is expressing jealousy or bitterness towards leonard’s new girlfriend and uses exaggeration to sarcastically mock the situation.
- the drastic shift from trivial observations to over-the-top statements indicates a strong presence of sarcasm.

### label:
sarcastic",1.0
"SHELDON: Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.","SHELDON: The backwash into this glass is every pathogen that calls your mouth home, sweet home.
 SHELDON: Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.
 RAJ: Hey! That's my sister and my country you're talking about.
 RAJ: Leonard may have defiled one, but I won't have you talking smack about the other.
 BERNADETTE: You guys ready to order?
",BBT,1,"
### Example:
Input:
leonard: said horrible things about each other in public... all in all, a pretty magical night.

Steps:
**step 1: surface sentiment**
- keywords: ""horrible things"", ""all in all"", ""pretty magical night"".
- sentimental phrases: ""horrible things"" carries a negative connotation, whereas ""pretty magical night"" carries a positive connotation.

**step 2: true intention**
- the phrase ""said horrible things about each other in public"" clearly describes a negative situation.
- the follow-up phrase ""a pretty magical night"" is incongruous with the prior negative situation, indicating a use of irony—a key component of sarcasm.

**step 3: compare and analysis**
- the stark contrast between the negative sentiment of experiencing verbal conflict (""horrible things"") and the positive phrase ""a pretty magical night"" suggests the speaker does not mean the night was actually magical, but is rather being sarcastic to emphasize how bad the night actually was.

Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        SHELDON: Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
- keywords: ""seven-day course of penicillin"", ""syrup of ipecac-- to induce vomiting"", ""a mint"".
- sentimental phrases: ""seven-day course of penicillin"" and ""syrup of ipecac-- to induce vomiting"" have a clinical and serious connotation, while ""a mint"" seems out of place and trivial.

### step 2: true intention
- the phrase ""yes, i'd like a seven-day course of penicillin"" suggests a medical treatment for a potential serious issue.
- the addition of ""some, uh, syrup of ipecac-- to induce vomiting"" continues the theme of needing serious medical attention.
- the final request, ""and a mint,"" is incongruous and trivial when compared to the serious medical requests, implying a contrast for humor.

### step 3: compare and analysis
- the combination of serious medical requests with a trivial item like ""a mint"" suggests a use of irony. the trivial nature of a mint contrasts sharply with the serious nature of the other items, indicating that the speaker is likely being sarcastic.

### label:
sarcastic",1.0
"SHELDON: He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.","SHELDON: of your subtropical girlfriend.
 RAJ: Hey! That's my sister and my country you're talking about.
 RAJ: Leonard may have defiled one, but I won't have you talking smack about the other.
 BERNADETTE: You guys ready to order?
 SHELDON: Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.
 BERNADETTE: I don't understand.
",BBT,1,"
### Example:
Input:
dorothy: what are these? claws?

Steps:
**step 1: surface sentiment:**
- the phrase ""what are these? claws?"" uses a direct question format. there are no immediate sentimental phrases or emojis present. the keywords ""claws"" suggest something sharp or beastly.

**step 2: true intention:**
- given the context, dorothy is likely facing something not actually claws but is comparing them sarcastically to claws. this indicates a rhetorical device where she is emphasizing how rough or unrefined something seems.

**step 3: comparison and analysis:**
- the surface sentiment is a benign question, but the true intention is to highlight the absurdity or unsuitability of the object/feature dorothy is referring to by comparing it to something much more extreme (claws).
- this juxtaposition between the mundane observation and the exaggerated implication suggests sarcasm.

Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        SHELDON: He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
- the phrase ""he drank from leonard's glass""-- the words they'll be carving into my tombstone"" uses hyperbole and exaggeration.
- the keyword ""tombstone"" suggests death, which is extreme given the context of simply drinking from someone's glass.

### step 2: true intention
- sheldon is not actually concerned about dying from someone drinking out of leonard's glass. 
- the phrase ""the words they'll be carving into my tombstone"" indicates a gross exaggeration meant to humorously emphasize how sheldon feels about the situation.

### step 3: comparison and analysis
- the surface sentiment appears to be one of exaggerated concern.
- the true intention is clearly to mock the seriousness of the situation by equating a trivial act (drinking from leonard's glass) to an event worthy of note on a tombstone.
- this hyperbolic comparison indicates sarcasm as it highlights the absurdity of the exaggerated implication.

### label:
sarcastic",1.0
"HOWARD: Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.","HOWARD: I was thinking of weaving it into her eulogy.
 PERSON: Howard, you've got to tell your mother.
 HOWARD: Hey, have you told your parents you're dating this short glass of skim milk here?
 PERSON: Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.
",BBT,1,"
### Example:
Input:
chandler: you know some might find it amusing, i myself find it regular.

Steps:
**step 1: surface sentiment**

- chandler uses the words ""amusing"" and ""regular.""
- the word ""amusing"" typically indicates something funny or enjoyable.
- the word ""regular"" usually means something ordinary or mundane.

**step 2: true intention**

- chandler often uses sarcasm and understatement to convey his true feelings.
- the phrase ""i myself find it regular"" is likely an understatement to enhance humor.
- the contrast between ""amusing"" (which implies high enjoyment) and ""regular"" (implies something boring or normal) suggests an ironic intent.

**step 3: compare and analyze**

- on the surface, chandler uses neutral to mildly positive words.
- however, the true intention is to humorously understate his reaction, implying that what others find amusing, he finds dull.
- this disconnect between surface sentiment and true intention, combined with chandler's known character traits, signals sarcasm.

Label:
sarcastic


————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        HOWARD: Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1: surface sentiment
- the phrase ""casual, la-di-da approach"" suggests a carefree and nonchalant attitude.
- ""jewish mothers"" is a specific demographic mentioned by howard.

### step 2: true intention
- howard's use of ""right, right"" might suggest agreement, but could also imply a dismissive or ironic tone.
- the phrase ""casual, la-di-da approach"" is likely an ironic way to describe jewish mothers, who are stereotypically known for being overly concerned and involved in their sons' lives.
- the tone, context, and choice of phrases indicate that howard is likely making a sarcastic comment about the known stereotype.

### step 3: compare and analyze
- on the surface, the sentiment seems to indicate a carefree attitude.
- however, the true intention, combined with howard's word choice and potential stereotype reference, suggests an ironic or sarcastic undertone.
- the disconnect between the surface sentiment and the actual intention, along with the context and phrasing, strongly signals sarcasm.

### label:
sarcastic",1.0
SHELDON: I gargled with tequila and may have swallowed a teeny bit.,"HOWARD: Hey, have you told your parents you're dating this short glass of skim milk here?
 PERSON: Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.
 HOWARD: Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.
",BBT,0,"
### Example:
Input:
monica: no!! you have been screwing us all day!

Steps:
step 1: the surface sentiment is clearly negative. phrases like ""no!!"" and ""you have been screwing us all day!"" indicate anger and frustration.
step 2: deducing the true intention, monica is expressing genuine anger and accusation towards the other person. there are no rhetorical devices or language styles used that suggest a different, sarcastic meaning.
step 3: the surface sentiment and the true intention align in their negativity. there isn't a disparity that would suggest sarcasm.

Label:
not sarcastic

————————————————————————————————————————
        
        ### Instruction:
        You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].

        ### Input:
        SHELDON: I gargled with tequila and may have swallowed a teeny bit.

        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","### step 1:
the surface sentiment is mildly casual and slightly humorous. phrases like ""gargled with tequila"" and ""swallowed a teeny bit"" indicate a lighthearted tone.

### step 2:
the true intention appears to be making a humorous understatement. gargling with tequila is an unusual and exaggerated action, making the scenario somewhat absurd. the phrase ""swallowed a teeny bit"" downplays the action, adding to the humor.

### step 3:
the surface sentiment aligns with the true intention in being humorous and lighthearted. the exaggeration and understatement suggest a humorous or sarcastic tone.

### label: sarcastic",1.0
