Text,Context,Show,Label,prompt,llm_output,pred
"RAJ: Sure, cut the foreigner in half. There's a billion more where he came from.","SHELDON: And I cannot believe people pay for horoscopes, but on a more serious note, it's 8:13 and we're still not playing Halo.
 LEONARD: Fine. We'll just play one-on-one until he gets back.
 SHELDON: One-on-one? We don't play one-on-one.
 SHELDON: We play teams, not one-on-one.
 SHELDON: One-on-one.
 LEONARD: The only way we can play teams at this point is if we cut Raj in half.
",BBT,1,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        RAJ: Sure, cut the foreigner in half. There's a billion more where he came from.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","sarcastic

        ### reasoning:
        
        step 1: the surface sentiment is neutral or slightly positive, as it seems like the speaker is suggesting a solution to a problem.
        step 2: however, the sentence is actually implying that the foreigner is disposable and not important, which is a negative sentiment.
        step 3: the disparity between the surface and true intentions indicates sarcasm. the speaker is being facetious and ironic, implying the opposite of what they mean. the use of hyperbole (""a billion more where he came from"") also reinforces the sarcastic tone.",1.0
"RAJ: Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.","LEONARD: Do you really need the Honorary Justice League of American membership card?
 SHELDON: It's been in every wallet I've owned since I was five.
 LEONARD: Why?
 SHELDON: It says, ""Keep this on your person at all times.""
 SHELDON: It's right here under Batman's signature.
 RAJ: and this is Leonard and Sheldon's apartment.
 HOWARD: Guess whose parents just got broadband.
",BBT,0,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        RAJ: Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","the label is: not sarcastic.

        ### reasoning: 

        (optional, but recommended to provide clear and concise reasoning)

        this is a straightforward, formal introduction, and there is no indication of irony or sarcasm. the language used is polite and respectful, and there is no hint of mocking or ridicule. the tone is serious and formal, which suggests that the speaker is genuinely introducing someone. therefore, the label is 'not sarcastic'.",0.0
"SHELDON: Well, I'm sorry, too, but there's just no room for you in my wallet.","SHELDON: This is Dr. Sheldon Cooper.
 SHELDON: Yeah, I need to cancel my membership to the planetarium.
",BBT,1,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        SHELDON: Well, I'm sorry, too, but there's just no room for you in my wallet.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","sarcastic

        ### reason: 

        (step 1) the surface sentiment of the sentence is apologetic, as indicated by the phrase ""i'm sorry"". 
        (step 2) however, the following phrase ""but there's just no room for you in my wallet"" is a clear rejection, which contradicts the apology. this implies that the speaker doesn't really mean the apology, and is actually being sarcastic. 
        (step 3) therefore, the final label is sarcastic, as the true intention of the sentence is the opposite of the surface sentiment.",1.0
"RAJ: I've got some feelers out. In the meantime, listen to this.","SHELDON: but it was between you and the Museum of Natural History, and frankly, you don't have dinosaurs.
 SHELDON: I'll miss you, too. Bye-bye.
 SHELDON: Okay, I know you're texting about me and I'd really like you to stop.
 RAJ: Oh, dear, I am rightly and truly screwed.
 LEONARD: Hey, I thought you were finding new friends.
",BBT,0,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        RAJ: I've got some feelers out. In the meantime, listen to this.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","not sarcastic

        ### reasoning: 
        step 1: the surface sentiment is neutral, as there are no obvious sentimental keywords or phrases. 
        step 2: the sentence really means that the speaker is sharing some information or an opportunity and wants the listener to consider it. 
        step 3: since the surface sentiment and true intention align, the final label is not sarcastic. the language style is direct and informative, with no hint of irony or mocking tone.",0.0
SHELDON: That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,"SHELDON: When I was a little boy and got sick, which was most of the time, my mother would read it to me.
 SHELDON: It's about an Indian princess who befriends a monkey who was mocked by all the other monkeys because he was different.
 SHELDON: For some reason, I related to it quite strongly.
 PENNY: I know the reason.
 LEONARD: We all know the reason.
 LEONARD: Sheldon, what are you getting at?
",BBT,0,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        SHELDON: That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","sarcastic

        ### reasoning:
        
        step 1: the surface sentiment of this sentence is neutral or even slightly positive, as it mentions a beloved fictional character.
        
        step 2: however, the sentence is dripping with sarcasm. the speaker is implying that the woman does not look like the princess at all, and that it's ridiculous to suggest so.
        
        step 3: the contrast between the surface sentiment and the true intention reveals the sarcasm, making it clear that the label should be 'sarcastic'.",1.0
SHELDON: Not to mention you'd have to power down on saturdays.,"HOWARD: I'm with you. I just have to make sure if I'm a synthetic human I'd still be Jewish.
 HOWARD: I promised my mother.
 RAJ: I suppose you could have your android penis circumcised.
 RAJ: But that's something your rabbi would have to discuss with the manufacturer.
",BBT,0,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        SHELDON: Not to mention you'd have to power down on saturdays.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","(not sarcastic / sarcastic)'''

not sarcastic",0.0
"SHELDON: Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.","HOWARD: I promised my mother.
 RAJ: I suppose you could have your android penis circumcised.
 RAJ: But that's something your rabbi would have to discuss with the manufacturer.
 SHELDON: Not to mention you'd have to power down on saturdays.
 LEONARD: Sheldon, why is this letter in the trash?
",BBT,1,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        SHELDON: Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","(please choose one of ['not sarcastic', 'sarcastic']) 

         (optional) step-by-step explanation:

        step 1: the surface sentiment is neutral, as there are no sentimental phrases or emojis.

        step 2: the sentence is describing a situation where someone threw a letter away, and the speaker is using occam's razor to suggest the most likely explanation. the language style is formal and logical.

        step 3: the final label is 'not sarcastic', as the sentence does not contain any irony, understatement, or exaggeration.",0.0
"LEONARD: Technically, yes. But, if you'll notice... It's reversible!","LEONARD: Because it's not a costume, it's a flight suit.
 PENNY: Ok, alright, moving on.
 PENNY: Oh, wow. A paisley shirt.
 LEONARD: It goes with my corduroy suit.
 PENNY: If you mean it should end up in the same place, then I agree.
 PENNY: Is this your only tie?
",BBT,0,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        LEONARD: Technically, yes. But, if you'll notice... It's reversible!
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","sarcastic

        ### explanation:

        step 1: the surface sentiment is neutral, as leonard is stating a fact, but the tone is slightly enthusiastic with the use of ""technically, yes"" and the exclamation mark.
        step 2: however, the true intention is to be sarcastic, as leonard is being facetious about the reversibility of the action. the phrase ""but, if you'll notice..."" is a hint that he is being ironic.
        step 3: comparing the surface sentiment and the true intention, we can conclude that the text is sarcastic, as leonard's tone is opposite of what he is actually saying.",1.0
SHELDON: Just the latest copy of Applied Particle Physics quarterly.,"PENNY: Hey Sheldon.
 SHELDON: Hello Penny.
 PENNY: Get anything good?
",BBT,1,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        SHELDON: Just the latest copy of Applied Particle Physics quarterly.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","not sarcastic

        ### reason: 
        the given dialogue is a simple statement without any sarcastic tone or language. it appears to be a straightforward response about a specific topic, applied particle physics quarterly. there is no apparent use of irony, exaggeration, or rhetorical devices that would indicate sarcasm.",0.0
"PENNY: Oh, you know, that is so weird that yours came and mine didn't.","PENNY: Hey Sheldon.
 SHELDON: Hello Penny.
 PENNY: Get anything good?
 SHELDON: Just the latest copy of Applied Particle Physics quarterly.
",BBT,1,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        PENNY: Oh, you know, that is so weird that yours came and mine didn't.
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","sarcastic 

        ### reasoning:
        step 1: the surface sentiment of the sentence is one of surprise and curiosity, indicated by the phrase ""that is so weird"".
        step 2: however, the true intention behind the sentence is likely one of annoyance and frustration, as the speaker is expressing that their package did not arrive while someone else's did. the use of ""oh, you know"" is a giveaway, as it's a common phrase used to express irony or sarcasm.
        step 3: the contrast between the surface sentiment and the true intention suggests that the sentence is sarcastic. the speaker is not genuinely surprised or curious, but rather frustrated and annoyed.",1.0
SHELDON: Do you think Penny will come here and take care of us?,"SHELDON: I want grilled cheese.
",BBT,0,"
        ### Instruction:
        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''

        ### Input:
        SHELDON: Do you think Penny will come here and take care of us?
        You can choose to output the result directly if you believe your judgment is reliable,
        or
        You think step by step if your confidence in your judgment is less than 90%:
        Step 1: What is the SURFACE sentiment, as indicated by clues such as keywords, sentimental phrases, emojis?
        Step 2: Deduce what the sentence really means, namely the TRUE intention, by carefully checking any rhetorical devices, language style, etc.
        Step 3: Compare and analysis Step 1 and Step 2, infer the final sarcasm label.

        ### Response:

        ### Label: 

        ","let's break down the given dialogue step by step:

        step 1: the surface sentiment of the sentence seems to be neutral or slightly positive, as it expresses a possibility of penny taking care of them, which could be a pleasant scenario.

        step 2: however, considering the context and character traits, it's likely that sheldon is being sarcastic. he often makes remarks that are opposite of what he truly means, and his tone is often dry and mocking. in this case, he might be implying that it's highly unlikely that penny would take care of them.

        step 3: comparing the surface sentiment and the true intention, it's clear that there's a mismatch. the sentence appears to be positive, but the underlying tone is likely sarcastic.

        ### label: sarcastic",1.0
