Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
"SHELDON: Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?","SHELDON: consider changing disciplines.
Yeah, to the humanities-- perhaps history.
SHELDON: One of the advantages of teaching history is that you don't have to create things.
SHELDON: You know, you just have to remember stuff that happened and then parrot it back.
SHELDON: You could have fun with that.
LEONARD: Yeah, that's not it.
LEONARD: Stuart's kind of interested in Amy.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?\n\n        ""}]","### Output:
- Keywords: ""He is"", ""very interesting"", ""severed"", ""between her own toes""
- Rhetorical devices: None apparent in this sentence.
- Punctuation: Sentence is ended by a full stop.
- Language style: The tone is neutral and uses formal language, with no exaggeration or irony.","### Contextual Cues for Sarcasm Detection:
1. **Topic**: The topic seems to be about a person whom Sheldon believes is ""very interesting"". It is revealed that this person was able to sever ""the webbing between her own toes"" when she was 14 years old.

2. **Context**:
   - **Non-judgmental tone**: Sheldon is stating this as a fact without any visible enthusiasm or positive sentiments towards the person's achievement or characteristic.
   -","Emotional Cues:

1. **""of course he is""** - This phrase can imply sarcasm as it points towards an obvious or exaggerated response to a question, making the statement seem mocking or dismissive.

2. **""very interesting""** - Describing someone as interesting can be perceived sarcastically, especially in situations that traditionally wouldn't find that person remarkable or striking.

3. **""Did you know?""** - Asking this question can be interpreted as sarcastic if you are"
"SHELDON: You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.","LEONARD: No, that was a different, different guy.
SHELDON: Was he the one who used your head to open a nut?
SHELDON: Oh, oh, oh.
SHELDON: Was he the one who made you eat your arm hair?
LEONARD: No, but, actually, that was this guy's sister.
PENNY: All right, well, what do you think he wants?
LEONARD: I don't know.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.\n\n        '}]","### Instruction:
Identify key elements from the provided text that can be indicative of sarcasm or humor:
- Keywords
- Rhetorical Devices
- Punctuation
- Language Style

### Input:
SHELDON: You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.

### Linguistic Cues for Sarcasm Detection:

#### **Keywords:**
1. ""lodge the other testicle up there","### Output:
- **Topic**: The holidays
- **Context**: A conversation implying discussion about personal or physical activities (in this case, ""lodge the other testicle up there"")
- **Common Knowledge**: The holiday season, its approach, and general human anatomy (mentioning testicles) for context.","Emotional cues for sarcasm detection:
1. Contrasts:
    - ""just around the corner"" (implies a short, positive time frame, contrasted with the complexity of the actual statement)
    - ""see if he can"" (hints at difficulty or absurdity, contrasting with the straightforward manner of the rest of the sentence)
    - ""lodge the other testicle up there"" (unexpected, awkward phrasing, again contrasting with normal holiday sentiments)

2. Emotional words:"
PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,"SHELDON: Oh, oh, oh.
SHELDON: Was he the one who made you eat your arm hair?
LEONARD: No, but, actually, that was this guy's sister.
PENNY: All right, well, what do you think he wants?
LEONARD: I don't know.
SHELDON: You know, the holidays are just around the corner.
SHELDON: Maybe he wants to see if he can lodge the other testicle up there.
LEONARD: I told you. That was a different guy.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.\n\n        ""}]","### Output:
1. **Keywords/slang**: ""Penny"", ""New Year's Eve""
2. **Negation cues**: ""too bad"", ""could have spent""
3. **Punctuation**: Colons (:) and period (.)
4. **Contradiction**: ""ball to drop"" in comparison to ""New Year's Eve"" when typically New Year's Eve is associated with the traditional ""ball drop"" in Times Square, New York.
5. **Amicable tone (""","Topic: New Year's Eve
Context: The speaker's tone suggests disappointment or lament about not being able to spend New Year's Eve waiting for the ball to drop, which is a common New Year's Eve tradition. This potentially implies that the speaker would have preferred to do this activity, hence the sarcasm.
Common knowledge: Waiting for the ball to drop at midnight on New Year's Eve is a well-known tradition celebrating the New Year's festive atmosphere. The speaker's sarcastic statement implies that","The emotional cues from the input sentence for sarcasm detection are:

1. Emotional Word: ""Too bad"" shows a negative emotion, indicating disappointment or frustration.
2. Emotional Contrast: The phrase ""Hmm"" might express a lack of enthusiasm or indifference, contrasting with the haplessness that might be implied by the speaker's tone and the situation described.
3. Sarcasm Indicator: The phrase ""We could have"" suggests an alternative scenario, likely presenting an unappealing or mundane alternative to the"
LEONARD: Sure. You want to see what all the scientists are wearing this year.,"LEONARD: It's 2:00 a.m. What are you doing up?
SHELDON: Nobel Prize acceptance ceremony streaming live from Stockholm.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: Sure. You want to see what all the scientists are wearing this year.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: Sure. You want to see what all the scientists are wearing this year.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: Sure. You want to see what all the scientists are wearing this year.\n\n        '}]","**Keywords**:
- ""Sure.""
- ""You want to see""
- ""what all the scientists are wearing""

**Rhetorical Devices**:
- None explicitly mentioned in the input, but the context might imply a sarcastic undertone if the speaker is emphasizing the mundane nature of asking about what scientists wear.

**Punctuation**:
- Period at the end of the sentence.

**Language Style**:
- The use of the casual word ""Sure."" can indicate sarcasm, as it","To extract contextual cues from the input sentence for sarcasm detection, one would analyze the content, tone, and underlying attitude towards the topic or action being referred to. In the sentence:

""LEONARD: Sure. You want to see what all the scientists are wearing this year.""

The following contextual cues are present:

- **Topic**: The topic here is fashion of scientists. The focus is on what they are wearing, which appears to be an unusual or perhaps unexpected theme for general conversation.

-","To extract emotional cues for sarcasm detection from the given input sentence, we can look for emotional words, emotional contrasts, and any sentiment indicators that might suggest irony or sarcasm. The input sentence is spoken by Leonard:

```plaintext
LEONARD: Sure. You want to see what all the scientists are wearing this year.
```

Here are the potential emotional cues:

1. **Emotional Words**:
   - *Sure*: Typically not an emotionally charged word, but in a sarcastic"
SHELDON: You'd think a winner could make a decent cup of cocoa.,"SHELDON: Then take away his keys and make him wander the streets with the other drunks.
LEONARD: You remember Sheldon and Raj and Howard.
PERSON: Not really, no.
PERSON: It's funny, huh, Leonard?
PERSON: Back in school, I was the winner and you were the loser.
And now we're reversed.
PERSON: You're the winner.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: You'd think a winner could make a decent cup of cocoa.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: You'd think a winner could make a decent cup of cocoa.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: You'd think a winner could make a decent cup of cocoa.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords:**
   - ""winner""
   - ""decent cup of cocoa""
   - ""You'd think""
   - ""could""

   **Explanatory Remarks:**
   - ""winner"" might be used sarcastically to refer to someone who, despite being a 'winner' in another context, fails to make a decent cup of cocoa.
   - ""decent cup of cocoa"" could imply irony or sarc","The input sentence provided seems to be a line of dialogue, most likely from a context where a character named Sheldon is expressing thoughts or comments on a situation. Below are the contextual cues from the input sentence for sarcasm detection:

1. **Topic**: 'Cocoa' as the subject being discussed.
2. **Context**:
   - 'Winner' could imply previous success or achievement, possibly in the context of a contest or competition.
   - The phrase ""You'd think"" suggests that something","Emotional Cues for Sarcasm Detection:
1. ""You'd think"" - Suggests an expectation made with the subconscious understanding that the person being addressed may not fulfill it.
2. ""a winner"" - An ironic use of success which is juxtaposed with the following action of not making ""a decent cup of cocoa"".
3. ""could"" - The verb softened with ""could"" which usually indicates a tentative degree or uncertainty, contrasts with the context indicating sarcasm.
4."
"SHELDON: Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.","SHELDON: It's probably a euphemism for urination.
PENNY: Sheldon, what is wrong with you?
SHELDON: Not much. Although, I can be faulted for being overly fond of koala bears.
SHELDON: I don't know what it is, when they smart munching on eucalyptus, I just melt inside.
PENNY: Okay, Amy just told you some exciting news, and you acted like it was no big deal.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.\n\n        ""}]","###Cues for Sarcasm Detection:

1. **Keywords:**
   - ""yucky, squishy things"" - This term is generally used in a negative sense. It is being sarcastically used to refer to biology, which implies a negative perception of the field, contrasting the speaker's perception of what the listener sees as ""important news.""

2. **Rhetorical Devices:**
   - **Understatement**: The mention of the ""achievement in the field of biology"" followed","The contextual cues for sarcasm detection in the provided input sentence are:

- Topic: The conversation is centered around biology and its related parameters.
- Context: The statement is delivered in a lighthearted and dismissive manner to the person faced with confusion.
- Common knowledge: The speaker acknowledges biology as a relevant and substantial field (""It was an achievement in the field of biology."").
- Tone: The tone is condescending and mocking when referring to the aspect of biology (""yucky,","The emotional cues for sarcasm detection in the input sentence are:
1. ""yucky, squishy things"" - This phrase is used to imply that biology is unappealing or nauseating, which is the opposite of how biology is intended to be perceived.
   Example of how this may be presented in a sarcastic manner: ""Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was a groundbreaking discovery in the realm"
"SHELDON: No, but maybe she wants a man with a pocket watch.","SHELDON: I don't think there's anything in this jewelry store that Amy would appreciate more than the humidifier we were just looking at at Sears.
PENNY: Oh, my God, now I know what I sound like to you when I say stupid stuff.
SHELDON: Ooh, a pocket watch.
PENNY: Okay, I don't think Amy wants a pocket watch.",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: No, but maybe she wants a man with a pocket watch.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: No, but maybe she wants a man with a pocket watch.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: No, but maybe she wants a man with a pocket watch.\n\n        '}]","- ""No, but maybe"": a contradictive/disparaging linguistic cue that often implies sarcasm.
- ""she wants a man"": a subject reference implying critique or exaggeration of a stereotype.
- ""with a pocket watch"": a detail used for exaggeration and implies anachronism in modern times, creating contrast between expectation and reality. 
- Excessive formality or deadpan delivery of an opinion might also suggest sarcasm, though not included in the literal text, it complements","The input sentence contains several contextual cues for sarcasm detection:

1. **Speaker's Name**: ""SHELDON"" suggests the speaker is referencing a character or person named Sheldon (likely a nod to the Sheldon character in the TV series ""The Big Bang Theory,"" who has eccentric tendencies and may comment in a surprising, sarcastic way).

2. **Context of the Statement**: Mentioning a ""pocket watch"" is typically associated with older, traditional/certainly time-related items, often","The emotional cues in the input sentence for sarcasm detection include:
- ""No, but..."" - This phrase often indicates a contrast, which can be a sign of sarcasm.
- ""maybe she wants"" - Suggests a possible alternative perspective, which may be in contrast to expectations.
- ""a man with a pocket watch"" - This could be a term used in a more formal or outdated context, adding a tone of formality or humor to the statement which could indicate sarcasm in"
"LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?","PENNY: That was a really nice dinner.
PENNY: I'm glad you asked me out again.
LEONARD: Me, too; I missed you.
PENNY: You see me all the time.
PENNY: You sure you just don't miss the sex?",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?\n\n        '}]","### Instruction:
You have to analyze the provided sentence to identify linguistic cues suitable for detecting sarcasm. This includes spotting any keywords, identifying rhetorical devices, noting any unusual punctuation, and observing the overall language style.

### Input:
LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?

### Linguistic Cues for Sarcasm Detection:

#### Keywords:
1. ""pretty great"" - Sarcasm often involves over-stating or under-stating something","To perform sarcasm detection, key contextual cues can be identified in this input sentence. 

**Topic**: The topic discussed is related to sexual experience with someone, which is generally a sensitive area and prone to various connotations, especially in a conversational context in many societal norms.

**Context**:
1. **Formal/Informal tone**: The dialogue is presented in a conversational style, which could either imply a serious discussion or a lighthearted/ironic one.
2","While the given input sentence might contain specific words that could potentially indicate sarcasm, in this particular sentence, there doesn't seem to be strong emotional cues that would allow us to easily conclude that this conversation is meant in a sarcastic tone. However, given the context of the sentence structure (with Leonard asking if the receiver has tried something - implying that the activity is new to them), we may infer a subtle hint of sarcasm based on the unexpected tone and format of the question compared to a more"
"PERSON1: Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.","PERSON1: (chimes) Wisten to me.
Not westauwant; westauwant.
PERSON2: (chimes) I don't know what you mean by ""not westauwant; westauwant.""
PERSON1: See? Total cwap.
You suck, Siwi.
RAJ: Hey, don't talk to her like that. 
She's a lady.",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON1: Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON1: Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON1: Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.\n\n        '}]","###Output:
1. **Keywords**: ""high-wes pictures"", ""junk"", ""waist night"", ""Cwaigswist"".
   - Explanation: These words stand out because they contain typographical errors and unconventional spellings which might indicate exaggeration, a key element in sarcasm.

2. **Rhetorical Devices**:
   - **Exaggeration**: Saying that someone took ""high-wes"" or ""waist night"" pictures points to an overemphasis of a","1. **Topic**:
   - Using cameras (referred to as ""high-wes pictures"")
   - Referring to photos taken (""took pictures"" or ""wasy took"")
   - Content of the photos (""of my junk"")
   - Organization or event related to the context (""Cwaigswist"")

2. **Context**:
   - Possible misunderstanding or incorrect use of place names or terms (""Cwaigswist"" might be a mispronunciation or a typo,","Emotional cues for sarcasm detection in the input sentence:
1. Emotional words: ""high-wes"", ""wast"", ""Cwaigswist""
2. Emotional contrasts: Not directly expressed in the sentence, but implied through apparent negative tone (""high-wes"" can imply dissatisfaction or irony, contrasting the typical meaning of ""high resolution"")."
LEONARD: You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,"PENNY: This is amazing.
How did you even get this idea?
LEONARD: I called your dad.
I asked him what things you liked to do when you were a kid.
LEONARD: This seemed easier than getting a cow out here so you could tip it.
PENNY: Okay, you're kind of really great.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?\n\n        '}]","To assist you with sarcasm detection, I've identified several linguistic cues from the provided sentence:

1. **Keywords**: 
   - ""eagle""
   - ""carrying to its nest""
   - ""like an eagle""

2. **Rhetorical Devices**:
   - The phrase ""whose neck massages feel like an eagle is trying to carry you to its nest"" is a hypothetical or unexpected comparison/claim, which can indicate sarcasm through exaggerated positive/negative reactions.","**Topic**: Neck massages
**Context**: The dialogue exchange seems to suggest a conversation or a possibly playful or critical discussion about the quality or experience of something related to neck massages (e.g., a massage therapist). The tone and implied sarcasm indicate that the speaker (referred to as LEONARD) may be remarking on an unusual or exaggerated feeling associated with the neck massages mentioned, possibly critiquing the intensity or experience being described.

**Common Knowledge**:
1. **Neck","Steps to extract emotional cues for sarcasm detection:

1. Understand the context and the subjects in the sentence: In this case, Leonard is talking about neck massages, which involve touch and feelings.

2. Identify emotional words or phrases:
    - ""cares"": Implies concern or possibly a lack of it, towards the possible discomfort.
    - ""like an eagle is trying to carry"": This phrase creates an image of a potentially intense, and possibly threatening experience, which contrasts with a typical relaxing"
"HOWARD: Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""","RAJ: Buzz Lightyear is not real.
HOWARD: No, that's not what I'm talking about.
RAJ: Well, are you talking about when he thought he was real?
HOWARD: No
RAJ: Okay, um... how about ""Crash""? 
Howard ""Crash"" Wolowitz.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""\n\n        '}]","### Output:

   1. **Keywords:**
      - ""terrific"" (Contradictory to the actual meaning of the statement)
      - ""love"" (Another contradiction; people might not genuinely ""love"" this idea)
      - ""go hurtling through space"" (Implies a potentially dangerous, chaotic situation)
      - ""a guy named 'Crash'"" (Jokingly alluding to a dangerous or potentially problematic individual)

   2. **Rhetorical Devices","1. **Topic**: The discussion seems to involve space travel and astronauts, suggesting a context likely related to space exploration or perhaps an astronaut selection process.

2. **Context**: The term ""Crash"" as a name choice appears to be mentioned in a way that implies sarcasm. The speaker uses ""Yeah, terrific"" in a somewhat sarcastic or disapproving tone, which suggests that the name ""Crash"" is considered unappealing or inappropriate for someone intending to go hurtling through","To extract emotional cues and analyze sarcasm in the given sentence:

### Emotional Words and Emotions:
1. **""Yeah,""** (neutralIVER: Could be viewed as a blunt or sarcastic nod, depending on the context)
2. **""terrific,""** (Negative emotion: The word is typically used to express positive feelings, but in this context, it might be used sarcastically to mock or give irony)
3. **""the other astronauts,""** (neutral: Refers"
SHELDON: Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,"SHELDON: And I'm super smart, so it's probably true.
AMY: Hey, I've been training in the field of neurobiology for 12 years.
AMY: You've been here for three hours, and you've spent one of them in the bathroom.
SHELDON: I'm sorry! It takes me a while to get things going on an unfamiliar toilet.
AMY: Sheldon, I've given you the simplest things to do, and you haven't done one of them right.",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:

**Keywords:**
- ""because I'm not being challenged""
- ""same reason Einstein failed math""

**Punctuation:**
- Exclamation marks could be used sarcastically for emphasis.

**Rhetorical Devices:**
- ""Maybe that's because..."" - This phrase is used to suggest a possibility rather than a fact, often used in sarcasm.
- ""the same reason Einstein failed math"" - Comparing oneself to a historically successful","Topic: Sheldon's reason for not being challenged, related to Einstein's math failure.

Context: The conversation implies a scenario where Sheldon is discussing his own reasons or justifications for not being sufficiently engaged or challenged, possibly in an academic or intellectual context. 

Common knowledge: The reference to Einstein and his, supposedly, failure in math introduces a historical anecdote or a facet of Einstein's life that is commonly known or at least widely discussed, which can function as a foil to emphasize Sheldon's own perspective","emotional cues: 
- maybe
- not being challenged
- same reason
- Einstein failed math"
"AMY: Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.","SHELDON: All right.
SHELDON: I'm no stranger to a little gray matter.
SHELDON: Locus coeruleus.
SHELDON: Locus coeruleus.
AMY: You're getting warmer-- it is, indeed, in the brain.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        AMY: Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        AMY: Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        AMY: Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:
1. **Keywords**: ""Hope your hands are steady"", ""It's the width of a single hair"", ""no problem for a genius""
2. **Rhetorical Devices**: 
   - **Irony**: The speaker is supposedly ""hoping"" the other person has steady hands while at the same time declaring the task to be incredibly difficult, suggesting a lack of confidence on the part of the speaker.
   - **Understatement**:","Contextual cues for sarcasm detection in the input sentence include:

1. **Topic:**
   - Biology: The conversation is related to a biological topic; specifically, it might be discussing a measurement or aspect of human biology that requires precision.

2. **Context:**
   - Reference to precision: The statement ""It's the width of a single hair"" emphasizes a level of detail that is typically high in scientific or technical fields.
   - Addressing a person of supposed high intelligence: ""","### Emotional Cues for Sarcasm Detection

1. **Indication of Negative Emotion:**
   - ""Hope your hands are steady."" This phrase indicates the opposite of what could be felt by the one saying it genuinely (if they are concerned about someone's steadiness or ability), suggesting a sarcastic tone.

2. **Emotional Contrast:**
   - ""It's the width of a single hair.""
     - This part provides the actual detail while contrastingly making it exceptionally small"
