Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers.,"LEONARD: I swear, that man is the most egotistical, insufferable human being I have ever met.
PENNY: Yeah, but you two make such a cute couple.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers.\n\n        '}]","### Linguistic Cues for Sarcasm Detection from the Input:

1. **Keywords**:
   - ""Like Burt and Ernie"" (*Comparative reference*): Burt and Ernie are synonymous with the Sesame Street characters, suggesting a standard for comparison that might be a bit lower in a sarcastic context.
   - ""you guys even teach me stuff"": (*Assertive statement*): The phrase ""you guys"" is often used in a friendly or relaxed context, but","###Output:
**Contextual Cues for Sarcasm Detection:**

**Topic:**
- Language/words (referring to ""like Burt and Ernie"" who are characters from Sesame Street, implying a playful comparison with those famous puppets)
- Numbers (mentioning ""words and numbers"")

**Context:**
- The use of informal/d gegenüberlich (German: against/with/kontrast): ""Like Burt and Ernie."" This expression, when used as","Based on the input sentence ""PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers."", the following emotional cues can be extracted for sarcasm detection:

- Emotional Words: None
- Emotional Contrasts: The phrase ""like Burt and Ernie"" might suggest a sarcastic or ironic reference, as Burt and Ernie are popular characters from the children's television series ""Sesame Street,"" often associated with teaching children about words, numbers"
"HOWARD: Trust me, you're not Jewish. That's how they get you.","PERSON: Rajesh!
You up?
You ready for breakfast?
RAJ: Oh, boy. Breakfast.
HOWARD: Okay, Raj, listen to me.
You need to get out of there.
RAJ: But I have a cream sherry hangover and I smell blintzes.
HOWARD: If you don't leave now, she'll use food and guilt to keep you there for the rest of your life.
RAJ: Oh, Howard, stop.",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: Trust me, you're not Jewish. That's how they get you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: Trust me, you're not Jewish. That's how they get you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: Trust me, you're not Jewish. That's how they get you.\n\n        ""}]","### Extracted Linguistic Cues for Sarcasm Detection:

1. **Keywords:**  
   - ""Trust me""  
   - ""not Jewish""  
   - ""That's how they get you""

2. **Rhetorical Devices:**  
   - **Statement Contradiction**: The speaker claims that by the method suggested (""not Jewish""), they would ensnare someone, which is evidently a paradoxical statement given the topic and context (assuming the context discusses proportions, demographics,","1. **Topic:**
   - The topic in this sentence appears to revolve around religious identity or belief. The speaker is addressing someone and making a statement related to their perceived Jewish identity.

2. **Context:**
   - The context suggests a conversation of a serious or urgent nature. The speaker is advising and seemingly trying to avoid or warn against a certain kind of vulnerability related to their discussion.

3. **Common Knowledge:**
   - The sentence implies the common knowledge that Jewish communities or","Emotional cues for sarcasm in the input sentence:

1. Emotion words: ""Trust"", ""get you""

2. Emotional contrasts: 
   - ""HOWARD"" as an uppercase name, creating a particular tone (possibly challenging or mocking)
   - ""Trust me"" suggesting a false or insincere tone
   - ""how they get you"" which implies a manipulative or deceitful method, contrasting with the idea of trust

These cues can be indicative of sarcasm because"
"PERSON: Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",RAJ: It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together.,BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON: Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON: Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON: Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.\n\n        ""}]","###Output:

- **Keywords/Certain words**:
    - 'Yeah'
    - 'looking forward'
    - 'no place I would rather be than here'

- **Rhetorical Devices/Style**:
    - Overemphasis (""really... than here"")
    - Use of superlatives (""no place.. would rather be"")

- **Punctuation**:
    - No key punctuation marks that directly indicate sarcasm. However, the sentence structure and writer style may imply sarcasm indirectly","The contextual cues from the input sentence for sarcasm detection are:

1. **Topic**: The sentence does not explicitly state a particular topic, but could be referring to an event or situation that the speaker might be associated with or at least hinted at from the context in which this sentence is provided.
2. **Context**: The context might provide information about the subject's regular preferences, activities, or feelings towards something, others, or their current situation. For example, if one is usually enthusiastic and happy","Emotional cues for sarcasm detection in the input sentence include:

1. Emotional words: ""really looking forward""
2. Emotional contrasts: ""there's no place I would rather be than here"" suggesting the opposite of their actual feeling."
LEONARD: And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,"LEONARD: But if someday you decide you want to get married, you have to propose to me.
PENNY: Really?
LEONARD: Yes. It's all on you.
LEONARD: But I got to tell you, when the time comes, I want the whole nine yards.
LEONARD: I want you down on one knee, flowers.
I want to be swept off my feet.
PENNY: Yeah, you got it.",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.\n\n        ""}]","Keywords:
- ""I'm cool with""
- ""But""
- ""nothing on a Jumbotron""
- ""I don't want to""
- ""cry""
- ""big screen""

Rhetorical devices:
- Contradiction (the narrator is cool with surprises generally, but not in the case of a Jumbotron)
- Appeal to Emotion (""cry"" could be said in a dramatic or exaggerated tone, hinting at a possibly absurd outcome)

Punctuation:
- Periods and commas","Cues for Sarcasm:
1. **Context/Topic**: The conversation likely involves a significant event or occasion (such as a game or concert), in which there are potential elements with a high probability of being projected on a Jumbotron (Summoned in the background of this screenshot).

2. **Common Knowledge**: Typically, watching one's emotions, like crying, on a big screen such as a Jumbotron is considered embarrassing, private, and not preferred by most people due to the increased visibility","Emotional cues for sarcasm detection in the input sentence:

1. ""I'm cool with surprises"" - This phrase suggests that the speaker is normally open to surprising events, which sets up an expectation for a more serious or positive reaction later. However, the phrase might seem ironic because one might expect the speaker to be more excited or happy about surprises instead of just tolerating them as ""cool.""

2. ""But nothing on a Jumbotron"" - This contrast between the openness to surprises and the"
BERNADETTE: We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,"LEONARD: The surf and turf sounds good.
See if they corn on the cob.
BERNADETTE: Guys!
We're trying to get him out of here, not you in.
RAJ: You're wasting your time.
Just please, leave me alone.
HOWARD: Now what?
LEONARD: I don't know.",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        BERNADETTE: We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        BERNADETTE: We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        BERNADETTE: We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection from Input Sentence

**Keywords:** 
- ""all thinking it""
- ""decency"" in contrast with ""just had""

**Rhetorical Devices:**
- Hyperbole (""just had the decency to wait for him to leave"")
- Contradiction (""all thinking it"" vs ""just had the decency to wait"")

**Punctuation:**
- Semi-colon for connecting two closely related independent clauses (""We could go to Red Lobster","Instruction: Identify the key contextual cues in the sentence for sarcasm detection. These cues might include the topic being discussed, the context in which it's being mentioned, and any commonly known facts or typical responses to such situations. 

Step 1: Identify the Topic
   - The topic mentioned in this sentence is apparently meeting at Red Lobster to talk about an unspecified topic.

Step 2: Analyze the Context 
   - The words ""all thinking it"" may suggest someone thinks of visiting","Emotional cues for sarcasm detection in the input sentence: 

1. ""decency"" - This word carries irony because it's used sarcastically to mock the speaker's action of ""waiting for him to leave"".
2. ""just"" - This word further emphasizes the contrast, indicating the speaker feels belittled by this simple act (waiting for the person to leave), indicating sarcasm.
3. Contextual hints: The situation being depicted implies some level of annoyance or frustration, which is"
"RAJ: Go out with me on one date, and I promise you, you'll see.","RAJ: There are many things seriously wrong with me.
RAJ: And not quirks, either.
Like... diagnosable psychological problems.
RAJ: Maybe brain damage.
PERSON: Well, how do I know you're not just saying that?",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RAJ: Go out with me on one date, and I promise you, you'll see.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RAJ: Go out with me on one date, and I promise you, you'll see.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RAJ: Go out with me on one date, and I promise you, you'll see.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords & Phrases**: ""promise"" and ""see"" are interesting keywords. The repetition of ""see"" and its unexpected negative connotation ('seen' could suggest exposure or detection) could be a sign of sarcasm.

2. **Punctuation**: The use of direct speech and quotes might not be directly related to sarcasm, but the overall sentence structure is formulaic and typical of statements where sarcasm might be expressed (","###Output:
1. Context: The speaker, RAJ, is making an offer or promise to someone, implying that there is an expectation of future interaction or action. This could indicate a romantic or at least personal interest from RAJ.

2. Topic: The topic primarily revolves around dating or meeting someone. Sarcasm might be present if the tone is ironic or the situation is farfetched in comparison to common practices or understandings of dating. 

3. Common Knowledge: Typically, in","The instruction is asking to extract emotional cues or indicators from the provided sentence (""RAJ: Go out with me on one date, and I promise you, you'll see."") that could possibly help in sarcasm detection. Let's break it down:

1. **Emotional words:** Individuals might use specific language that cannot directly be tagged with a clear emotional tone, but their use may hint at irony or sarcasm. For this sentence, ""promise you, you'll see"" could be interpreted as"
"SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.","SHELDON: It ended on a cliffhanger.
LEONARD: They did.
PENNY: Uh, Sheldon, there are two dumplings left. Do you want them?
SHELDON: Dumplings?
Don't you understand what's going on here?
PENNY: As a rule, no.
SHELDON: That show ended with all the residents of New York either dead or unconscious.
Now I'll never know what happened.
PENNY: Well, why don't you make up your own ending?",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.\n\n        ""}]","Keywords: 
1. ""wonderful idea""
2. ""make up my own rules of oral hygiene""
3. ""floss""
4. ""gums""
5. ""rating""
6. ""SyFy Channel""
7. ""get the number""

Rhetorical devices: 
1. irony: The phrase ""wonderful idea"" sarcastically implies that the proposed situation is not a desirable one.
2. hyperbole: Expressing intent to replace flossing with","1. ""Sheldon"" - A character's name who is speaking, which indicates the topic or subject of the statement and relates it to the context of a conversation about oral hygiene and rules.

2. ""flossing"" - A common term in oral hygiene, suggesting the prevailing, commonly accepted method of cleaning teeth and gums. The context implies the opposite action (rubbing pudding on gums) is posed as a replacement, which may be humorous but potentially sarcastic due to the unconventional choice.","Emotional cues for sarcasm detection in the given sentence include:

1. **Sarcasm Marker**: The phrase ""What a wonderful idea"" serves as a clear marker for sarcasm, indicating that the speaker is being sarcastic.

2. **Emotional Words**:
    - *Funny*: While the sentence itself might not explicitly use a word like 'funny', the absurdity and outlandish suggestions (like rubbing pudding on gums instead of flossing) imply a sense of humor"
"HOWARD: Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.","HOWARD: Roger is Raj.
RAJ: I always thought, if I had a white name, it would be Gavin.
HOWARD: Keep reading. What does it say?
RAJ: No, no, I don't know if I should. 
If she wanted me to know about her blog, she would've told me.
RAJ: It's almost like I'm reading her diary.
HOWARD: That's exactly what it's like. Keep reading.
RAJ: No, this is creepy.",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.\n\n        '}]","### Output:

1. **Keywords:** ""creepy"", ""rearview mirror"", ""camera""
2. **Rhetorical Devices:** None explicitly mentioned in this sentence, but using the term ""creepy"" in a conversation about surveillance could be considered as a kind of understatement to emphasize the perceived discomfort or uncanniness.
3. **Punctuation:** The sentence ends with a period, which in sarcasm detection might hint at a tone that is more serious or mundane than the intended message","### Contextual Cues for Sarcasm Detection:

1. **Topic**:
   - Television / Screen Camera: The main topic is about someone putting up a camera (possibly a reference to a TV show or media environment), which might lead to a commentary on privacy,窥探, or surveillance.
   - Creepiness: This term can imply discomfort or unsettling aspects in the context of being watched without consent, which is often associated withrium themes in media and real-life scenarios.

2.","To extract emotional cues for sarcasm detection from the given input sentence, let's analyze it step by step:

1. **Identify terms that express emotions or attitudes.** In this sentence, ""creepy"" is a term that potentially conveys a negative emotion or attitude. It could be interpreted sarcastically if the context implies a positive perception instead.

2. **Check for emotional contrasts.** The sentence contains a contrast between expecting something negative (""creepy"") and the action taken (""put up"
PERSON: I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,"RAJ: Probably because I didn't read the instructions.
No wrapper's going to tell me what to do.
RAJ: Unless his name is Jay-Z.
PERSON: Is something going on?
RAJ: What do you mean?
PERSON: Well, you're acting all weird.
And I'm pretty weird, so I think I know what I'm talking about.
RAJ: I don't know. Maybe it's all those steroids I've been taking.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON: I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON: I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON: I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.\n\n        ""}]","In the input sentence, potential linguistic cues for sarcasm detection include:

1. Keywords:
   - ""think""
   - ""gonna go""
   - ""Thank you""
   - ""20-minute lecture""
   - ""better than regular trucks""

2. Rhetorical devices:
   - The speaker's use of ""think"" and ""gonna go"" might be used sarcastically or humorously to imply that they are not actually going somewhere but are being purely sarcastic or making","The contextual cues for sarcasm detection in the given input sentence are:

1. **Topic**: The primary subject of the conversation is not explicitly mentioned but can be inferred to be some sort of discussion or presentation, possibly about vehicles or preferences related to them (monster trucks and regular trucks).

2. **Context**: The context includes acknowledgment of the recipient (probably offering thanks for the mention of items like a burrito, pork rinds, and different types of trucks), which is not of the typical appreciation","1. Emotional word: ""thank you""
   - Emotional cue: Gratitude or politeness, but the context suggests it might not be sincere, indicating sarcasm.

2. Emotional contrast: ""why monster trucks are better than regular trucks""
   - Emotional cue: The speaker is rejecting the given belief and implies that they disagree with it, possibly in a mocking way, creating a contrast between what could be expected as a thank you and this specific comment about monster trucks, indicating sarcasm."
"RAJ: A lane frequented by liars. Like you, you big liar!","HOWARD: I just Googled ""foo-foo little dogs.""
HOWARD: (Skype ringing) It's Raj. Stay quiet.
HOWARD: (chuckles): Hey!
Bad timing.
Bernadette just took Cinnamon out for a walk.
RAJ: Hmm. Interesting. 
Did they take a walk down Liars' Lane?
HOWARD: What?",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RAJ: A lane frequented by liars. Like you, you big liar!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RAJ: A lane frequented by liars. Like you, you big liar!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RAJ: A lane frequented by liars. Like you, you big liar!\n\n        '}]","### Linguistic Cues for Sarcasm Detection:

1. **Context of Misalignment**: The statement refers to ""A lane frequented by liars,"" ostensibly describing a place where dishonest people congregate, but the context shifts unexpectedly with the direct address towards the listener.

2. **Rhetorical Devices:**
   - **Chiasmus** - The structure of the sentence initially seems to suggest a regular description, but the direct target shifts to the listener once they are addressed by their own","Topic: Unknown, potentially related to a scenario where ""you"" (the addressed person) has been lying or in a situation involving dishonesty.
Context: The speaker is using a potentially ironic or sarcastic tone when describing a lane or a place visited by liars. The context implies that ""you"" might be the only liar around or may be viewed as one in this specific context.
Common Knowledge: Sarcasm is often used to convey irony or a mocking tone, suggesting that the speaker is","In the input sentence, the emotional cues for sarcasm detection consist of:

1. **Emotional words**: ""liars,"" ""big liar""
2. **Emotional contrasts**: 
    - ""frequented by liars"" contrasts with the speaker's implied claim that the person being addressed is not actually a liar.
    - ""Like you"" creates a contrast between the person being addressed and the general class of liars mentioned.
    - ""you big liar!"" combines sarcasm and"
BERNADETTE: Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,LEONARD: Do you think Penny's mad at me?,BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        BERNADETTE: Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        BERNADETTE: Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        BERNADETTE: Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection

#### Keywords:
1. **""Because you're in the right lane behind a bus and you won't go around it?""** - Use of question to express annoyance or frustration.
2. **""I'm sure she finds it charming.""** - Verbal irony, expressing disapproval with a seemingly positive comment.

#### Rhetorical Devices:
1. **..** (question mark, not completed) - Creates suspense and implies a negative or","Topic: 
- Driving etiquette
- Patient behavior on the road

Context: 
- The speaker is in a hypothetical situation where someone is not moving to let them pass, specifically in the right lane behind a bus.

Common knowledge: 
- Road rules and expectations for drivers to use the right lane less often (in favor of going behind the bus and potentially moving to the left/lane to avoid being blocked)
- The negative connotation of forcing someone to stay in the right lane for an extended","### Emotional Cues:

1. **Because you're in the right lane behind a bus and you won't go around it?** - Tone of surprise or annoyance with potential sarcasm due to the use of **""are**"" instead of ""aren't"".

2. **I'm sure she finds it charming.** - Contrasts with the previous sentence to indicate irony or sarcasm, suggesting the opposite is true. The word ""charming"" is emotionally loaded and implies a complimentary or pleasant"
"AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.","SHELDON: So what'd you think?
AMY: It was good.
SHELDON: That's it?
SHELDON: ""Good""?",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn\'t think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn\'t think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn\'t think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.\n\n        '}]","Linguistic Cues for Sarcasm Detection:

1. **Keywords**: ""Enjoyed"", ""losing my virginity"", ""didn't think you meant showing me""
   - ""Enjoyed"" is often used sarcastically to convey annoyance or irony.
   - ""losing my virginity"" implies a more personal and intimate experience than what actually happened (watching a movie), creating a contrast.

2. **Rhetorical Devices**:
   - **Hyperbole**: ""losing my virgin","1. **Topic**: Movie Recommendation/Personal Experience
   This sentence revolves around a person sharing their opinion on a movie recommendation and their feelings towards the movie. This context helps in understanding that the speaker might use sarcasm depending on their feelings towards the movie and the scenario leading to the recommendation.

2. **Context**: A specific situation involving ""losing one's virginity""
   Suggesting that one was told they were 'losing their virginity' in this context likely means experiencing something new or","The emotional cues from the input sentence for sarcasm detection include:

1. **Emotional words**: ""enjoyed"" may seem contradictory in a sarcastic context given the preceding sentence's context implies dissatisfaction or irony.
2. **Emotional contrasts**: The use of the phrase ""showing me Raiders of the Lost Ark for the first time"" with ""losing my virginity"" creates an exaggerated, absurd contrast, suggesting the speaker is taking a figure of speech (losing virginity) too literally"
AMY: It was very entertaining... despite the glaring story problem.,"AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark  for the first time.
SHELDON: My apologies. I chose my words poorly.
I should have said you were about to have your world rocked on my couch.
SHELDON: Anyway, thank you for watching it.
It's one of my all-time favorites.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        AMY: It was very entertaining... despite the glaring story problem.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        AMY: It was very entertaining... despite the glaring story problem.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        AMY: It was very entertaining... despite the glaring story problem.\n\n        '}]","### Extracted Linguistic Cues for Sarcasm Detection:

1. **Keywords**:
   - ""very entertaining"" (highly ironic and counterintuitive given the subsequent phrase.)
   - ""despite the glaring story problem"" (highlights a significant flaw, which is in direct opposition to the initial claim about entertainment value)

2. **Rhetorical Devices**:
   - **Ironic Contrast**: The contrast between ""very entertaining"" and the mention of ""the glaring story problem","### Cues for Sarcasm Detection:

1. **Speaker's Emphasis:** The speaker is making a point of saying something was ""very entertaining,"" which contradicts the usual response people might have if they found something entertaining. This is often a sign of sarcasm because the speaker is playing against expectations.

2. **""Despite the glaring story problem"":** This phrase indicates that the speaker acknowledges an issue (the story problem) with the thing they are nominally praising (""very entertaining""). The","The emotional cues for sarcasm detection in the input sentence are:

- ""entertaining"" (implying negativity, as the word is often used in a positive context and here might indicate that something unappealing or problematic was still found enjoyable in a mocking way)
- ""gracefully"" (emphasizes the contrast, suggesting that something inappropriate to the context is intentionally made to appear elegant or well-handled)
- ""story problem"" (while not an emotional word itself, it"
