Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
HOWARD: Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,"SHELDON: to bring us all with you to the year 7010 where we are transported to work at the thinkatorium by telepathically controlled flying dolphins?
LEONARD: No, Penny kissed me.",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.\n\n        '}]","### Keywords for Sarcasm Detection:
- ""accidentally""
- ""lucky"" (implied through sarcasm)
- ""happens""
- ""with me and my mom all the time"" (prolongation of a phenomenon)

### Rhetorical Devices for Sarcasm Detection:
- **Proper Use of Clarity**: The sentence might be trying to clarify a misunderstanding but in doing so, it actually points to a very low likelihood of the suggested action happening, leading to","The input sentence for sarcasm detection involves the following contextual cues:

1. **Topic**: The topic is a conversation between two people where one person (name not provided; referred to as 'she' and 'you') is questioning or providing an explanation about an incident regarding a physical interaction, presumably a cheek or lip touch.

2. **Context**: The context is a personal interaction between family members, specifically between a child (or son named Howard) and their mother. The mention of a relationship with","The emotional cues from the input sentence include:

1. Sarcasm: The speaker seems to be using false or exaggerated speech (go for your cheek, accidentally got lip, happens with me and my mom all the time) to imply that the scenario is unlikely or ridiculous, which suggests sarcastic intent.

2. Emotion of surprise or disbelief: Though not directly articulated, the speaker's use of sarcasm implies a slight sense of surprise, disbelief, or slight mockery towards the idea that the event"
"PERSON: Well, I'm just glad you finally found yourself a keeper.","PERSON: and pump it into his mom's Camry.
PENNY: Yeah, that's great. It's a funny story. Moving on.
PERSON: And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.
PERSON: What was his name, sweetheart?
PENNY: Curtis, and I'm pretty sure he was joking.
PERSON: I don't know. That petition looked real to me.
PENNY: Yeah, okay, I think this ends the ex-boyfriend portion of our evening.",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON: Well, I'm just glad you finally found yourself a keeper.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON: Well, I'm just glad you finally found yourself a keeper.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON: Well, I'm just glad you finally found yourself a keeper.\n\n        ""}]","### Output:
- **Keywords**: ""glad"", ""finally"", ""found"", ""keeper"". These words use empathetic connotation to infer sarcasm. *Definition: They might use empathetic connotations *Definition: Indicate that its speaker might be using a device or tone opposite of sincere, often falsely nice or mocking.*
- **Rhetorical Device**: Metaphor (""keeper"" implying the person scorned had good companionship. *Definition: Metaphor *Definition: figures","In order to analyze the given sentence contextually for sarcasm, we can consider the following cues:

1. **Topic**: The topic of the sentence revolves around the person being addressed and their relationship status. Specifically, it speaks about finding a partner, often implying that the person's previous state was not considered good in terms of finding a suitable partner.

2. **Context**: The phrase ""found yourself a keeper"" is generally used in a context where the speaker wishes someone else well in their relationship or","In the given sentence, ""PERSON: Well, I'm just glad you finally found yourself a keeper."", the emotional cues for sarcasm detection include:

1. **Emotional Words**: ""glad"" could potentially be an emotional word, depending on the context, as it normally indicates a positive feeling. However, in this case, it's possibly used ironically or sarcastically to imply the opposite, suggesting the speaker might not actually be happy about the situation.

2. **Emotional Contrasts**:"
"HOWARD: Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?","PERSON: That's what I love about science-- there's no one right answer.
LEONARD: So...you and Zack again, huh?
PENNY: Yeah, yeah, me and Zack again.
PERSON: Were we here earlier?
PENNY: Okay, we should, we should go.
PERSON: Ah, not yet. I want to talk science with the science dudes.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?\n\n        '}]","### Output:
1. **Keywords**:
   - ""science dudes""
   - ""talk science""
   - ""rocks""
   - ""dinosaurs""
   - ""our friend the beaver""

2. **Rhetorical Devices**:
   - The use of ""dudes"" to somewhat mockingly refer to scientists might suggest a casual or playful offensiveness that could imply sarcasm.
   - The way ""the science dudes"" is phrased could suggest a formal or","Cues for sarcasm detection:

1. Topic: The conversation revolves around science topics, such as rocks, dinosaurs, and a beaver, which implies an educational or informative context. In reality, the situation might not be as straightforward as asking about the subjects for conversation, suggesting a sarcastic or ironic tone.

2. Context: The language used is formal, eliciting a sense of politeness and formality. However, the phrasing and tone might be exaggerated, aiming to portray the speaker","Emotional Cues:

1. ""Oh, and the science dudes want to talk science with you."" - Tone of surprise or disdain could indicate sarcasm.

2. ""What do you want to talk about-- rocks, dinosaurs, our friend the beaver?"" - The juxtaposition of serious subjects such as rocks, dinosaurs and a casual theme on beavers ('our friend the beaver') contrasts with the humorless or exaggerated delivery.  

Emotional Words:  
- ""Oh"" - a"
"SHELDON: In the bedrooms of ten-year- old girls, where they belong.","PERSON: Wow, this place is awesome.
PERSON: Where do they keep the Archies?",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: In the bedrooms of ten-year- old girls, where they belong.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: In the bedrooms of ten-year- old girls, where they belong.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: In the bedrooms of ten-year- old girls, where they belong.\n\n        '}]","Linguistic Cues for Sarcasm Detection:

1. Keywords: ""bedrooms"", ""ten-year-old girls"" and ""where they belong""
- ""bedrooms"" and ""ten-year-old girls"" setup an unexpected and inappropriate implication about the location.
- ""where they belong"" clearly identifies the intended location mentioned earlier, adding an ironic contrast.

2. Rhetorical Devices:
- Inverse Relationship: Implying that these specific individuals, ""ten-year-old girls,"" are meant to","### Cues: 
- **Topic**: Talking about ""bedrooms of ten-year-old girls""
- **Context**: The reference to the typical environment or space associated with young girls (""bedrooms""), suggesting an intimate ownership or designated area. 
- **Common Knowledge**: Considering the usual age range and physical/ personal spaces where children are found (""ten-year-old girls"").

This statement might suggest a somewhat patronizing, ownership-based perspective, hinting towards sarcasm: implying control or authority over young girls","To extract emotional cues for sarcasm, I would look for emotional words, contrasts in tone or context, etc. in the sentence. 

1. Emotional words: ""In the bedrooms of"" doesn't have obvious emotion on its own, but there is contrast of expectation in the following phrase.
2. Emotional contrasts: The statement may be sarcastic because it takes the rather natural middle-ground narrative claim (""it's where they belong"") and inverts it by placing it in the context of children ("""
"PERSON: I don't know. Somebody bigger and... Yeah, sure. Why not you?","RAJ: Stupid Aquaman.
LEONARD: If it makes you feel any better, when I was dating Penny, she used to flip out on me all the time.
PERSON: Whoa. You dated Penny?
LEONARD: She didn't tell you?
PERSON: She told me she dated a guy named Leonard.
PERSON: Who would have thought it was you?
LEONARD: Who else would it be?",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON: I don't know. Somebody bigger and... Yeah, sure. Why not you?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON: I don't know. Somebody bigger and... Yeah, sure. Why not you?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON: I don't know. Somebody bigger and... Yeah, sure. Why not you?\n\n        ""}]","### Linguistic Cues for Sarcasm Detection in the Input Sentence:

#### Keywords:
1. **""I don't know.""** - Often considered a cue for sarcasm, as it may imply that the speaker is intentionally indifferent or insincere in their lack of knowledge.
2. **""Somebody bigger and... Yeah, sure.""** - This phrase connotes that the speaker either implies someone else would be more suitable or expresses a wish that someone larger or different would volunteer, rather","Contextual cues for sarcasm detection:
- Topic: The speaker is being asked or given a task or responsibility.
- Context: The speaker appears hesitant, reluctant, and dismissive in their response, seemingly attempting to avoid the task or responsibility being offered to them.
- Common knowledge: Usually, when someone is genuinely uncertain or unwilling to take on a task, their response would reflect that uncertainty or reluctance directly. However, the speaker's ambiguous use of words (""I don't know"", ""bigger","Certainly, extracting emotional cues that can be useful for sarcasm detection is a part of natural language processing tasks. Here's a breakdown of the input sentence based on emotion-related keywords:

- PERSON: ""I don't know"" could be an indication of uncertainty, lack of confidence, or even a sarcastic way of expressing satisfaction with the lack of knowledge.

- ""Somebody bigger and..."" might suggest surprise or sarcasm, as typically one wouldn't emphasize size positively in a context of idiomatic request"
"SHELDON: Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.","SHELDON: I may have failed.
HOWARD: Okay, I guess we just go without a Wonder Woman.
PERSON: I don't want to go without Penny.
RAJ: Oh, great. No Superman, no Wonder Woman? All we've got is a skinny Flash, an Indian Aquaman, a nearsighted Green Lantern, and a teeny, tiny Dark Knight.",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.\n\n        ""}]","**Linguistic cues for sarcasm detection:**

1. **Keywords:**
   - ""Obviously"" is a signal word that might indicate the speaker is presenting something as common knowledge, when in fact it is not. This can often be used in a sarcastic context to mock the absurdity or lack of foresight.
   - ""no longer a Justice League"" suggests the speaker is acknowledging a change, perhaps an upgrade or a transformation, which implies the opposite is intended for the Justice League","Topic: 
- Justice League (context of superheroes or characters from DC Comics known for their comic book and media appearances)
- Muppet Baby costumes (context related to a children's television series and its associated characters like Sesame Street)

Context:
- The statement is being made in a conversation between two characters, suggesting an immediate or recent discourse.
- The characters' relationship or their dynamic is likely playful or humorous, given their previous association with the ""Justice League.""

Common Knowledge:
- The ""Justice","The emotional cues for sarcasm detection in the input sentence are:

1. The use of the word ""Obviously"" suggests a sarcastic tone, implying that the statement is not actually obvious, adding irony to the sentence.
2. The contrast in the sentence, transitioning from ""Justice League,"" which is known for superhero members, to ""Muppet Baby costumes,"" which are associated with a comedic, child-friendly version of the characters. This contrast implies that the speaker is intentionally downplaying or mocking the seriousness"
SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?,"HOWARD: Why not ""World's Greatest Engineer""?
SHELDON: I'm sorry.
I typed that into the label maker, but I just couldn't press enter. Now down to business.
SHELDON: What would it take for you to abandon Leonard and join me in a rival company
SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard.
HOWARD: We're not quitting on Leonard.",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?\n\n        '}]","Linguistic Cues for Sarcasm Detection:
1. **Keywords and Phrases**:
   - ""understand"": Suggests a casual or ironic tone, setting the stage for humor
   - ""your loyalty is admirable"": Formal, positive language used for sarcasm, as loyalty is somewhat unexpected in the questioning context
   - ""But what if I were to up the ante?"": Direct question, flipping expectations and positioning the speaker to potentially assert more dominance or control, often","Contextual Cues:

  * Topic: Noble remarks or compliments followed by a suggestion or proposal (up the ante implies increasing the challenge or stakes)
  * Common knowledge: {""charm"", ""flattery"", ""charm-flattery disguise"", ""contextual shift""}
  * Context: The speaker compliments the listener's loyalty ('Your loyalty is admirable') then abruptly changes tone to imply they are about to make a higher stakes proposition

Note: keyword 'charm-flattery disguise' refers to the common understanding","In this input sentence, there are some emotional cues related to sarcasm detection:

1. Emotional words: 
    - ""understand"" can imply that Sheldon is acknowledging or accepting something that might not be entirely positive.
    - ""admire"" typically carries a positive connotation but, in a sarcasm context, its use might convey irony or undercutting, indicating that the appreciation might not be genuine or sincere.
    - ""up the ante"" suggests an increase in the level of challenge or"
"RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.","BERNADETTE: Who could get <i>all</i> the giant missiles she wants.
AMY: Are we talking about women wanting penises? Because I'd like to weigh in.
SHELDON: Dr. Koothrappali, would you care to join the conversation?",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RAJ: Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:
#### Keywords:
1. ""raising two points""
2. ""thinking they""
3. ""are talking""
4. ""about penises""
5. ""these mimosas""
6. ""kicking my little brown ass""

#### Rhetorical Devices:
1. Clarification of the first statement (""raising two points"") as a deliberate exaggeration, not a question or a credible action.
2. The ironic distinction ""thinking","Topic: RAJ discusses a potentially embarrassing live-streamed conversation potentially involving sexual references and its own discomfort with a drink.

Context: An informal conversation, possibly between friends or work colleagues discussing an incident related to a live-streamed event or video chat.

Common knowledge: 
1. People using i to indicate a strong emphasis or a differing view on a common notion.
2. Mimosas being a type of alcoholic beverage typically associated with brunch or celebration and being known for affecting a person's disposition.","Emotional Cues:
1. ""think they <i>are</i> talking about"" implies disbelief or disbelief in a humorous or exaggerated manner.
2. ""logging penises"" suggests mockery or ridicule.
3. ""log two"" (repetitive of ""logging penises"") reinforces the comedic tone.
4. ""kicking my little brown ass"" indicates irony or sarcasm in admitting that they are affected by the mimosas. The phrase is often used in turns of sarc"
LEONARD: We might be starting to zero in on your problem.,"BERNADETTE: Are you guys doing okay?
HOWARD: Leonard and I are fine, but I think Raj needs to meet a girl really soon.
BERNADETTE: Well, that shouldn't be too hard. He's such a cutie.
RAJ: Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.
Labradoodle?",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: We might be starting to zero in on your problem.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: We might be starting to zero in on your problem.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: We might be starting to zero in on your problem.\n\n        '}]","### Linguistic Cues for Sarcasm Detection:
1. **Keywords**: ""zero in"" - Often used to indicate a focused and efficient action, suggesting an overly positive or insincere tone.
2. **Rhetorical devices**:
   - **Implication**: The phrase ""starting to"" suggests a cautious approach; combined with the words ""your problem,"" it implies that the assistant might not be fully confident in their ability to address the issue.
   - **Mocking or False","###Extracted Contextual Cues for Sarcasm Detection:
1. Topic: The sentence is addressing a potential issue or problem being discussed between two people. It's a conversation related context where one person (Leonard) is asserting that there might be a way to identify or solve the other's problem.

2. Context: The use of the phrase ""zero in on"" implies a high level of focus or expertise on the speaker's part, which suggests a positive attitude towards tackling the problem.","The input sentence is neutral and doesn't contain any emotional cues strongly associated with sarcasm detection such as emotional words or contrasts. Therefore, based solely on the semantic content:

1. ""zero in on"" could be familiar or professional-sounding, hinting at a positive direction towards solving the issue the user might be facing, but doesn't inherently suggest sarcasm.
   
There's no overt use of hyperbole, irony, or direct expression of feelings that might serve as indicators of sarcasm. In"
"SHELDON: Hey, you taught me something. Who would have thought it?","SHELDON: Why not? It seems like you're improvising your entire curriculum.
PENNY: This is all about listening and responding.
SHELDON: Gotcha.
PENNY: I'm going to create a character and a situation, and you just jump in when you feel it.
SHELDON: All right.
PENNY: All right.
SHELDON: Action.
PENNY: Okay, it's not a movie. It's improv. So no one calls ""action.""",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Hey, you taught me something. Who would have thought it?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Hey, you taught me something. Who would have thought it?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Hey, you taught me something. Who would have thought it?\n\n        '}]","### Cues for Sarcasm Detection:
1. **Keywords**: 'just taught me something', 'Who would have thought it', these phrases suggest that it might seem unusual or surprising for her, potentially suggesting that these feats were generally expected or anticipated.

2. **Rhetorical Devices**:
   - **Question**: 'Who would have thought it?'; This is a rhetorical pose that is usually asked to emphasize an expectation, shock, or surprise. Using a question to implicitly convey astonishment","###Output:
- Contextual Cues:
    - Subject: Learning or Teaching
    - Topic: The interaction talks about someone imparting knowledge to another, particularly associated with the pop-culture character Sheldon from ""The Big Bang Theory,"" who is known for his love of science and logical analysis.
    - Common Knowledge: The context assumes familiarity with the TV character Sheldon, indicating a conversation among people who are likely fans of the show, where such pop-culture references are understood and may be used","The emotional cues from the input sentence for sarcasm detection include:

1. Emotional words: ""taught"", ""something"".

2. Emotional contrasts:
   - ""Who would have thought it?"" suggests surprise or disbelief in the face of an unexpected outcome or realization, which typically appears in a sarcastic context if the actual intention is to convey the opposite - lack of expectation or true appreciation."
"SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?","LEONARD: Yes, I live with him.
I don't... I-I really don't know why.
LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye.
LEONARD: She wants to have dinner and talk about my research.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?\n\n        '}]","### Extraction of Linguistic Cues for Sarcasm Detection from the Input Sentence:

#### Keywords:
1. ""An entire dinner"" - This phrase could be seen as exaggeration or over-dramatization, which is often used humorously and can be a cue for sarcasm. The word ""entire"" can be interpreted as Sheldon exaggerating the amount of time and commitment involved in just discussing research. 

2. ""Where you going"" - There is a questioning and interrogative style","Cues for sarcasm detection:
1. Topic: The sentence focuses on ""an entire dinner"" being dedicated to discuss research, which might be exaggerated or sarcastically highlighted.
2. Context: It implies a situation where discussing a topic over dinner is considered an unusually long or non-comfortable engagement (drive-thru at Jack in the Box usually implies a quick eat-out experience).
3. Common knowledge: The comparison to Jack in the Box's drive-thru indicates a contrasting viewpoint on where a","To extract emotional cues for sarcasm detection in the given sentence, let's analyze it step by step. The sentence is ""SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?""

**Emotional words:**
1. ""An entire dinner"" can be seen as a mild emotional word, conveying a sense of seriousness or emphasis, but not necessarily a strong emotional tone.
2. ""to talk about your research"""
"RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.","HOWARD: That's very nice of you, but I made other plans.
SHELDON: Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.
PERSON: Hi, Howard. Hi, Sheldon.
SHELDON: Hello. Hey.
RAJ: Why are you holding hands? I forbid you to hold hands.
PERSON: Rajesh, you know Leonard and I spent the night together.",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.\n\n        '}]","### Linguistic cues for sarcasm detection in the input sentence:

**Keywords:**
- ""Yeah""
- ""just sleeping""
- ""I forboded""

**Rhetorical devices:**
- The use of irony (""Just sleeping"" presents a contrast with the expectations after an ""embargo"" on sex).
- Contradicting common grammar expressions (anachronistic use of ""I forboded"" instead of ""I forbid"" creates a humorous effect).
- Represents a surprise or exaggerated","1. Topic: The sentence is focused on a conversation about someone forbidding another person to have sex and the latter being accused of sleeping because they were not engaging in the forbidden activity.
2. Context: The context implies a confrontational or argumentative situation between RAJ and another person, possibly where RAJ is criticizing or accusing the other person for sleeping under the pretense of following RAJ's prohibition.
3. Common Knowledge: It's generally acknowledged that forcing someone not to engage in a certain","The emotional cues in the input sentence for sarcasm detection are:
1. ""Yeah"" - This can be interpreted sarcastically, as it underplays or dismisses the statement in a mocking or joking way.
2. ""because I forboded you to have sex"" - The use of the word ""forboded"" and the contradiction with the previous statement (""Yeah, but you were just sleeping"") can indicate sarcasm. ""Forboded"" is likely a misspelling or intentional miss"
"PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.","PERSON: Thank you, Leonard. That doesn't make it sound boring at all.
AMY: So, how you holding up?
PENNY: I'm fine.
AMY: Oh, who are you kidding? She's breathtaking.
PERSON: So, Penny, Leonard tells me you're an actress. That must be pretty exciting.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.\n\n        ""}]","### Instruction:
Identify several linguistic cues in the provided sentence that might suggest sarcasm. These might include specific words, rhetorical strategies, punctuation, and style.

### Input:
PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.

Here are some linguistic cues that might point towards sarcasm:

1. **Humor in response to negative","### Contextual Cues for Sarcasm Detection:
1. **Topic**: The topic is centered around Penny's experience with an audition that she thought would be for a cat food commercial but turned out to be for a porn industry.

2. **Context**:
   - **Surprise**: The expectation (cat food commercial) versus the outcome (porn industry) suggests a sense of sudden change or realization that creates an unusual context.
   - **Contrast**: There's an intentional contrast between her","### Emotional Cues for Sarcasm Detection:
1. **'real great'**: This phrase is a strong emotional contrast, typically used to indicate sarcasm or irony. The positive (great) is followed by a negative connotation (""not really great"").

2. **'driving to Van Nuys'**: A neutral phrase in literal interpretation, but may carry an unexpected or unwanted level of effort or inconvenience (e.g., a late night, traffic, etc.), indicating dissatisfaction or frustration implicitly"
