Text,Label,prompt,llm_output,pred
Most important thing I've learned in school http://t.co/TvfJMGBlBh,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Most important thing I've learned in school http://t.co/TvfJMGBlBh\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
#OrionLaunch underway - yeah! #Orion http://t.co/0Qkv1yq8T0,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        #OrionLaunch underway - yeah! #Orion http://t.co/0Qkv1yq8T0\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
"LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin\n\n        ### Response:\n\n        ""}]",sarcastic,1
"Always classy, never trashy and just a little sassy.",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Always classy, never trashy and just a little sassy.\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"you believe you can say something, provide no proof and its a fact, WRONG @RBRNetwork1 @jtarleta53",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        you believe you can say something, provide no proof and its a fact, WRONG @RBRNetwork1 @jtarleta53\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@ALL #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @ALL #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@Praise1300 Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @Praise1300 Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Pretty excited about how you gave up on me. File Under: #sarcasm,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Pretty excited about how you gave up on me. File Under: #sarcasm\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@bigedh456 u know that. How u doing??,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @bigedh456 u know that. How u doing??\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@LukeLPearson hmm... let me think about that #sarcasm,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @LukeLPearson hmm... let me think about that #sarcasm\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"If you wanna look like a badass, have drama on social media #not",1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        If you wanna look like a badass, have drama on social media #not\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"@LaurenBailes I think the general rule is, if it's open all night, pull an all-nighter.",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @LaurenBailes I think the general rule is, if it's open all night, pull an all-nighter.\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Natalie Prass - Bird of Prey: http://t.co/n7YgEkpr4l via @YouTube,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Natalie Prass - Bird of Prey: http://t.co/n7YgEkpr4l via @YouTube\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
Nooooooooooo again it's on!!! #PickANewSong #CantStandIt,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Nooooooooooo again it's on!!! #PickANewSong #CantStandIt\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"Being a hipster now is so mainstream. Oh, the irony. #hipster #irony",1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Being a hipster now is so mainstream. Oh, the irony. #hipster #irony\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@BunnyDhillon17 exactly and we are fighting like animals,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @BunnyDhillon17 exactly and we are fighting like animals\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
http://t.co/PfJ92w4CwZ #TeenAnalCasting #Top Top 50 Christian Songs For 2012,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        http://t.co/PfJ92w4CwZ #TeenAnalCasting #Top Top 50 Christian Songs For 2012\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
The girls on #SororitySisters thought they'd get rich and famous but instead they be like... http://t.co/yGnRtq0tVy,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        The girls on #SororitySisters thought they'd get rich and famous but instead they be like... http://t.co/yGnRtq0tVy\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"Speaking of #country #music albums, anyone else think #SundownHeavenTown feels more like a #TimMcGraw album than, say, his previous three?",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Speaking of #country #music albums, anyone else think #SundownHeavenTown feels more like a #TimMcGraw album than, say, his previous three?\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
http://t.co/fepZHFy79Z #TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        http://t.co/fepZHFy79Z #TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
"season 6 episode 3 carries outfit, simple & chic 👌 http://t.co/QuliJvFNdK",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        season 6 episode 3 carries outfit, simple & chic 👌 http://t.co/QuliJvFNdK\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb",1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Stupid #doctors visits is gonna bury me!! Now that's #irony,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Stupid #doctors visits is gonna bury me!! Now that's #irony\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"Love the way @virginmedia says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Love the way @virginmedia says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Planning a vacation instead of studying.... My priorities are in line. #NOT,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Planning a vacation instead of studying.... My priorities are in line. #NOT\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@ChainAttackJay No sugar during christmas time? :(,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @ChainAttackJay No sugar during christmas time? :(\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@siddharth_0703 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @siddharth_0703 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
the ONLY time a crime becomes a federal crime @RBRNetwork1 @TheOldBreed1775 @Joseph_WarrenDR @jus1314tin @IndyEnigma @CoutoPanda,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        the ONLY time a crime becomes a federal crime @RBRNetwork1 @TheOldBreed1775 @Joseph_WarrenDR @jus1314tin @IndyEnigma @CoutoPanda\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
this music is for the people and not for the money. peace and love. http://t.co/jPHID2P2Wc #KINGLIFE,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        this music is for the people and not for the money. peace and love. http://t.co/jPHID2P2Wc #KINGLIFE\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
How to Find a Life Coach (& the questions you need to ask before hiring one) http://t.co/8qgrXywmNe via> @DrGaryWood,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        How to Find a Life Coach (& the questions you need to ask before hiring one) http://t.co/8qgrXywmNe via> @DrGaryWood\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
I wonder what was the holiday rituals for true Africans,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        I wonder what was the holiday rituals for true Africans\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Been at the ER now since 10... #yay #not,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Been at the ER now since 10... #yay #not\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
@LanceMedow Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @LanceMedow Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"@StevePulcinella @Coseph05 thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @StevePulcinella @Coseph05 thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Haley approves of her new hammock 🐭 #ratsofinstagram http://t.co/yvggcaPChg,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Haley approves of her new hammock 🐭 #ratsofinstagram http://t.co/yvggcaPChg\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm",1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Free Pets and Animals Books #freebiebookdownload http://t.co/yL9ads7Cyf #Pets,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Free Pets and Animals Books #freebiebookdownload http://t.co/yL9ads7Cyf #Pets\n\n        ### Response:\n\n        ""}]","assistant

not sarcastic",0
@PFF_Pete There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,0,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        @PFF_Pete There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Loooovvveeeeeee when my phone gets wiped -.- #not,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Loooovvveeeeeee when my phone gets wiped -.- #not\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,1,"[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic']. Only return the label without any other texts.'''\n\n        ### Input:\n        Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm\n\n        ### Response:\n\n        ""}]","assistant

sarcastic",1
